tabla,fila_index,customerkey,columna_diferente,valor_postgres,valor_sqlserver
dim_customer,6190,17190,birthdate,1955-10-07Z,1966-10-03
dim_customer,6191,17191,birthdate,1955-08-14Z,1961-02-10
dim_customer,6192,17192,birthdate,1955-09-23Z,1966-09-19
dim_customer,6193,17193,birthdate,1954-06-20Z,1959-12-18
dim_customer,6194,17194,birthdate,1954-08-19Z,1960-02-16
dim_customer,6195,17195,birthdate,1944-05-22Z,1949-11-19
dim_customer,6196,17196,birthdate,1944-07-27Z,1950-01-24
dim_customer,6197,17197,birthdate,1944-01-17Z,1949-07-16
dim_customer,6198,17198,birthdate,1944-10-18Z,1950-04-17
dim_customer,6199,17199,birthdate,1945-11-08Z,1956-11-04
dim_customer,6200,17200,birthdate,1945-10-03Z,1951-04-02
dim_customer,6201,17201,birthdate,1945-11-21Z,1951-05-21
dim_customer,6202,17202,birthdate,1945-04-17Z,1950-10-15
dim_customer,6203,17203,birthdate,1945-02-18Z,1950-08-18
dim_customer,6204,17204,birthdate,1945-05-27Z,1950-11-24
dim_customer,6205,17205,birthdate,1945-08-15Z,1962-02-08
dim_customer,6206,17206,birthdate,1954-01-12Z,1959-07-12
dim_customer,6207,17207,birthdate,1953-05-16Z,1958-11-13
dim_customer,6208,17208,birthdate,1953-03-27Z,1958-09-24
dim_customer,6209,17209,birthdate,1953-08-20Z,1959-02-17
dim_customer,6210,17210,birthdate,1954-08-13Z,1976-08-05
dim_customer,6211,17211,birthdate,1953-09-11Z,1959-03-11
dim_customer,6212,17212,birthdate,1952-06-17Z,1963-06-14
dim_customer,6213,17213,birthdate,1952-03-06Z,1957-09-03
dim_customer,6214,17214,birthdate,1952-09-20Z,1958-03-20
dim_customer,6215,17215,birthdate,1951-04-13Z,1962-04-09
dim_customer,6216,17216,birthdate,1950-06-10Z,1955-12-08
dim_customer,6217,17217,birthdate,1950-06-04Z,1955-12-02
dim_customer,6218,17218,birthdate,1950-03-20Z,1955-09-17
dim_customer,6219,17219,birthdate,1949-10-25Z,1955-04-24
dim_customer,6220,17220,birthdate,1949-03-02Z,1954-08-30
dim_customer,6221,17221,birthdate,1949-10-02Z,1955-04-01
dim_customer,6222,17222,birthdate,1948-06-25Z,1953-12-23
dim_customer,6223,17223,birthdate,1948-09-10Z,1954-03-10
dim_customer,6224,17224,birthdate,1948-10-20Z,1954-04-19
dim_customer,6225,17225,birthdate,1948-06-01Z,1953-11-29
dim_customer,6226,17226,birthdate,1947-08-05Z,1953-02-01
dim_customer,6227,17227,birthdate,1975-02-15Z,1980-08-14
dim_customer,6228,17228,birthdate,1975-11-21Z,1981-05-20
dim_customer,6229,17229,birthdate,1976-04-19Z,1981-10-17
dim_customer,6230,17230,birthdate,1975-12-13Z,1981-06-11
dim_customer,6231,17231,birthdate,1974-07-01Z,1979-12-29
dim_customer,6232,17232,birthdate,1975-06-05Z,1980-12-02
dim_customer,6233,17233,birthdate,1975-11-25Z,1981-05-24
dim_customer,6234,17234,birthdate,1974-03-05Z,1979-09-02
dim_customer,6235,17235,birthdate,1974-10-13Z,1980-04-11
dim_customer,6236,17236,birthdate,1974-10-24Z,1980-04-22
dim_customer,6237,17237,birthdate,1974-10-13Z,1980-04-11
dim_customer,6238,17238,birthdate,1974-05-22Z,1979-11-19
dim_customer,6239,17239,birthdate,1973-08-23Z,1979-02-20
dim_customer,6240,17240,birthdate,1973-07-15Z,1979-01-12
dim_customer,6241,17241,birthdate,1973-07-23Z,1984-07-19
dim_customer,6242,17242,birthdate,1973-04-28Z,1984-04-24
dim_customer,6243,17243,birthdate,1972-04-08Z,1977-10-06
dim_customer,6244,17244,birthdate,1972-02-25Z,1983-02-21
dim_customer,6245,17245,birthdate,1971-04-11Z,1976-10-08
dim_customer,6246,17246,birthdate,1971-01-09Z,1976-07-08
dim_customer,6247,17247,birthdate,1971-10-21Z,1977-04-19
dim_customer,6248,17248,birthdate,1972-03-03Z,1977-08-31
dim_customer,6249,17249,birthdate,1972-11-09Z,1978-05-09
dim_customer,6250,17250,birthdate,1972-03-13Z,1983-03-10
dim_customer,6251,17251,birthdate,1971-04-13Z,1982-04-09
dim_customer,6252,17252,birthdate,1971-11-14Z,1977-05-13
dim_customer,6253,17253,birthdate,1971-04-02Z,1976-09-29
dim_customer,6254,17254,birthdate,1971-11-12Z,1977-05-11
dim_customer,6255,17255,birthdate,1970-09-03Z,1981-08-30
dim_customer,6256,17256,birthdate,1970-04-13Z,1975-10-11
dim_customer,6257,17257,birthdate,1970-05-24Z,1975-11-21
dim_customer,6258,17258,birthdate,1971-08-11Z,1977-02-07
dim_customer,6259,17259,birthdate,1971-05-05Z,1982-05-01
dim_customer,6260,17260,birthdate,1964-12-06Z,1970-06-05
dim_customer,6261,17261,birthdate,1960-08-18Z,1966-02-15
dim_customer,6262,17262,birthdate,1960-10-25Z,1966-04-24
dim_customer,6263,17263,birthdate,1959-08-12Z,1970-08-08
dim_customer,6264,17264,birthdate,1959-03-23Z,1964-09-19
dim_customer,6265,17265,birthdate,1959-01-10Z,1964-07-09
dim_customer,6266,17266,birthdate,1959-07-03Z,1964-12-30
dim_customer,6267,17267,birthdate,1958-04-21Z,1969-04-17
dim_customer,6268,17268,birthdate,1958-10-02Z,1964-03-31
dim_customer,6269,17269,birthdate,1958-11-14Z,1964-05-13
dim_customer,6270,17270,birthdate,1958-04-02Z,1963-09-30
dim_customer,6271,17271,birthdate,1958-04-26Z,1974-10-20
dim_customer,6272,17272,birthdate,1958-08-03Z,1964-01-31
dim_customer,6273,17273,birthdate,1958-05-09Z,1963-11-06
dim_customer,6274,17274,birthdate,1958-11-16Z,1969-11-12
dim_customer,6275,17275,birthdate,1958-12-23Z,1964-06-21
dim_customer,6276,17276,birthdate,1929-12-02Z,1935-06-01
dim_customer,6277,17277,birthdate,1969-11-16Z,1980-11-12
dim_customer,6278,17278,birthdate,1969-11-09Z,1986-05-05
dim_customer,6279,17279,birthdate,1968-08-02Z,1974-01-30
dim_customer,6280,17280,birthdate,1968-11-12Z,1979-11-09
dim_customer,6281,17281,birthdate,1968-03-07Z,1973-09-04
dim_customer,6282,17282,birthdate,1970-08-03Z,1976-01-31
dim_customer,6283,17283,birthdate,1968-06-24Z,1973-12-22
dim_customer,6284,17284,birthdate,1968-07-05Z,1974-01-02
dim_customer,6285,17285,birthdate,1968-08-02Z,1974-01-30
dim_customer,6286,17286,birthdate,1967-02-14Z,1978-02-10
dim_customer,6287,17287,birthdate,1967-09-10Z,1978-09-06
dim_customer,6288,17288,birthdate,1969-09-19Z,1975-03-19
dim_customer,6289,17289,birthdate,1967-06-03Z,1972-11-30
dim_customer,6290,17290,birthdate,1967-05-15Z,1972-11-11
dim_customer,6291,17291,birthdate,1966-02-18Z,1971-08-18
dim_customer,6292,17292,birthdate,1966-06-01Z,1971-11-29
dim_customer,6293,17293,birthdate,1966-11-08Z,1972-05-07
dim_customer,6294,17294,birthdate,1966-04-19Z,1971-10-17
dim_customer,6295,17295,birthdate,1966-01-23Z,1977-01-19
dim_customer,6296,17296,birthdate,1965-12-02Z,1971-06-01
dim_customer,6297,17297,birthdate,1968-04-27Z,1973-10-25
dim_customer,6298,17298,birthdate,1968-05-16Z,1973-11-13
dim_customer,6299,17299,birthdate,1965-08-03Z,1971-01-31
dim_customer,6300,17300,birthdate,1965-01-20Z,1976-01-17
dim_customer,6301,17301,birthdate,1964-04-02Z,1969-09-30
dim_customer,6302,17302,birthdate,1964-04-06Z,1975-04-03
dim_customer,6303,17303,birthdate,1964-10-18Z,1981-04-13
dim_customer,6304,17304,birthdate,1963-11-19Z,1974-11-15
dim_customer,6305,17305,birthdate,1963-03-07Z,1968-09-03
dim_customer,6306,17306,birthdate,1963-01-13Z,1968-07-12
dim_customer,6307,17307,birthdate,1967-11-10Z,1973-05-09
dim_customer,6308,17308,birthdate,1962-08-15Z,1973-08-11
dim_customer,6309,17309,birthdate,1962-05-04Z,1967-11-01
dim_customer,6310,17310,birthdate,1961-07-28Z,1967-01-25
dim_customer,6311,17311,birthdate,1966-11-03Z,1972-05-02
dim_customer,6312,17312,birthdate,1966-03-28Z,1971-09-25
dim_customer,6313,17313,birthdate,1966-03-01Z,1971-08-29
dim_customer,6314,17314,birthdate,1966-04-19Z,1971-10-17
dim_customer,6315,17315,birthdate,1960-12-20Z,1966-06-19
dim_customer,6316,17316,birthdate,1960-11-14Z,1971-11-11
dim_customer,6317,17317,birthdate,1965-06-12Z,1970-12-10
dim_customer,6318,17318,birthdate,1965-12-18Z,1976-12-14
dim_customer,6319,17319,birthdate,1964-01-01Z,1969-06-30
dim_customer,6320,17320,birthdate,1964-09-24Z,1975-09-21
dim_customer,6321,17321,birthdate,1964-03-13Z,1975-03-10
dim_customer,6322,17322,birthdate,1964-05-20Z,1975-05-17
dim_customer,6323,17323,birthdate,1959-02-24Z,1981-02-16
dim_customer,6324,17324,birthdate,1959-11-16Z,1965-05-15
dim_customer,6325,17325,birthdate,1963-11-26Z,1969-05-25
dim_customer,6326,17326,birthdate,1963-08-15Z,1974-08-11
dim_customer,6327,17327,birthdate,1963-06-27Z,1968-12-24
dim_customer,6328,17328,birthdate,1963-09-03Z,1969-03-02
dim_customer,6329,17329,birthdate,1962-10-26Z,1968-04-24
dim_customer,6330,17330,birthdate,1962-08-15Z,1973-08-11
dim_customer,6331,17331,birthdate,1962-01-06Z,1973-01-02
dim_customer,6332,17332,birthdate,1958-04-02Z,1963-09-30
dim_customer,6333,17333,birthdate,1957-04-17Z,1968-04-13
dim_customer,6334,17334,birthdate,1957-07-15Z,1963-01-12
dim_customer,6335,17335,birthdate,1976-05-26Z,1981-11-23
dim_customer,6336,17336,birthdate,1976-05-02Z,1981-10-30
dim_customer,6337,17337,birthdate,1975-08-19Z,1981-02-15
dim_customer,6338,17338,birthdate,1976-02-17Z,1981-08-16
dim_customer,6339,17339,birthdate,1976-11-09Z,1982-05-09
dim_customer,6340,17340,birthdate,1980-02-03Z,1985-08-02
dim_customer,6341,17341,birthdate,1980-11-15Z,1986-05-15
dim_customer,6342,17342,birthdate,1978-05-27Z,1983-11-24
dim_customer,6343,17343,birthdate,1978-10-14Z,1984-04-12
dim_customer,6344,17344,birthdate,1978-11-24Z,1984-05-23
dim_customer,6345,17345,birthdate,1978-08-19Z,1984-02-16
dim_customer,6346,17346,birthdate,1938-02-07Z,1943-08-07
dim_customer,6347,17347,birthdate,1977-11-08Z,1983-05-08
dim_customer,6348,17348,birthdate,1977-10-23Z,1983-04-22
dim_customer,6349,17349,birthdate,1979-11-26Z,1985-05-25
dim_customer,6350,17350,birthdate,1939-03-14Z,1950-03-10
dim_customer,6351,17351,birthdate,1941-08-19Z,1947-02-16
dim_customer,6352,17352,birthdate,1942-05-10Z,1947-11-07
dim_customer,6353,17353,birthdate,1943-01-11Z,1948-07-10
dim_customer,6354,17354,birthdate,1943-08-11Z,1949-02-07
dim_customer,6355,17355,birthdate,1944-09-05Z,1950-03-05
dim_customer,6356,17356,birthdate,1976-11-11Z,1982-05-11
dim_customer,6357,17357,birthdate,1976-03-21Z,1981-09-18
dim_customer,6358,17358,birthdate,1976-02-26Z,1981-08-25
dim_customer,6359,17359,birthdate,1975-03-08Z,1980-09-04
dim_customer,6360,17360,birthdate,1975-01-04Z,1980-07-03
dim_customer,6361,17361,birthdate,1973-09-09Z,1979-03-09
dim_customer,6362,17362,birthdate,1972-02-01Z,1977-07-31
dim_customer,6363,17363,birthdate,1968-10-09Z,1974-04-08
dim_customer,6364,17364,birthdate,1968-02-11Z,1979-02-07
dim_customer,6365,17365,birthdate,1968-06-23Z,1973-12-21
dim_customer,6366,17366,birthdate,1968-11-16Z,1974-05-16
dim_customer,6367,17367,birthdate,1963-10-16Z,1969-04-14
dim_customer,6368,17368,birthdate,1968-04-21Z,1979-04-18
dim_customer,6369,17369,birthdate,1979-07-15Z,1985-01-11
dim_customer,6370,17370,birthdate,1944-07-12Z,1950-01-09
dim_customer,6371,17371,birthdate,1978-08-18Z,1984-02-15
dim_customer,6372,17372,birthdate,1978-02-26Z,1983-08-26
dim_customer,6373,17373,birthdate,1978-06-28Z,1983-12-26
dim_customer,6374,17374,birthdate,1978-09-17Z,1984-03-16
dim_customer,6375,17375,birthdate,1947-06-24Z,1952-12-21
dim_customer,6376,17376,birthdate,1978-11-11Z,1984-05-10
dim_customer,6377,17377,birthdate,1978-03-08Z,1983-09-05
dim_customer,6378,17378,birthdate,1978-06-09Z,1983-12-07
dim_customer,6379,17379,birthdate,1978-06-20Z,1983-12-18
dim_customer,6380,17380,birthdate,1978-02-06Z,1983-08-06
dim_customer,6381,17381,birthdate,1946-06-20Z,1957-06-16
dim_customer,6382,17382,birthdate,1971-03-23Z,1982-03-19
dim_customer,6383,17383,birthdate,1971-05-01Z,1976-10-28
dim_customer,6384,17384,birthdate,1971-09-22Z,1977-03-21
dim_customer,6385,17385,birthdate,1971-02-03Z,1982-01-30
dim_customer,6386,17386,birthdate,1971-02-04Z,1976-08-03
dim_customer,6387,17387,birthdate,1972-06-14Z,1983-06-11
dim_customer,6388,17388,birthdate,1972-04-05Z,1977-10-03
dim_customer,6389,17389,birthdate,1972-11-06Z,1978-05-06
dim_customer,6390,17390,birthdate,1972-10-08Z,1983-10-05
dim_customer,6391,17391,birthdate,1964-05-12Z,1969-11-09
dim_customer,6392,17392,birthdate,1964-07-04Z,1970-01-01
dim_customer,6393,17393,birthdate,1964-10-20Z,1970-04-19
dim_customer,6394,17394,birthdate,1964-04-20Z,1980-10-14
dim_customer,6395,17395,birthdate,1964-08-18Z,1975-08-15
dim_customer,6396,17396,birthdate,1964-03-01Z,1969-08-29
dim_customer,6397,17397,birthdate,1964-10-06Z,1975-10-03
dim_customer,6398,17398,birthdate,1964-05-24Z,1969-11-21
dim_customer,6399,17399,birthdate,1964-05-26Z,1969-11-23
dim_customer,6400,17400,birthdate,1956-03-11Z,1961-09-08
dim_customer,6401,17401,birthdate,1956-09-02Z,1967-08-30
dim_customer,6402,17402,birthdate,1956-11-12Z,1967-11-09
dim_customer,6403,17403,birthdate,1956-10-04Z,1967-10-01
dim_customer,6404,17404,birthdate,1934-04-14Z,1939-10-12
dim_customer,6405,17405,birthdate,1934-06-10Z,1939-12-08
dim_customer,6406,17406,birthdate,1934-09-16Z,1940-03-15
dim_customer,6407,17407,birthdate,1934-08-12Z,1945-08-08
dim_customer,6408,17408,birthdate,1934-07-22Z,1940-01-19
dim_customer,6409,17409,birthdate,1963-07-10Z,1969-01-06
dim_customer,6410,17410,birthdate,1963-08-16Z,1974-08-12
dim_customer,6411,17411,birthdate,1963-05-18Z,1974-05-14
dim_customer,6412,17412,birthdate,1963-11-02Z,1969-05-01
dim_customer,6413,17413,birthdate,1963-01-18Z,1968-07-17
dim_customer,6414,17414,birthdate,1963-07-24Z,1969-01-20
dim_customer,6415,17415,birthdate,1963-04-20Z,1979-10-14
dim_customer,6416,17416,birthdate,1963-05-18Z,1974-05-14
dim_customer,6417,17417,birthdate,1963-10-16Z,1969-04-14
dim_customer,6418,17418,birthdate,1963-02-13Z,1979-08-09
dim_customer,6419,17419,birthdate,1963-06-03Z,1968-11-30
dim_customer,6420,17420,birthdate,1963-11-05Z,1980-04-30
dim_customer,6421,17421,birthdate,1963-05-02Z,1968-10-29
dim_customer,6422,17422,birthdate,1962-04-16Z,1967-10-14
dim_customer,6423,17423,birthdate,1962-06-20Z,1967-12-18
dim_customer,6424,17424,birthdate,1962-11-12Z,1973-11-08
dim_customer,6425,17425,birthdate,1962-02-25Z,1967-08-25
dim_customer,6426,17426,birthdate,1962-03-19Z,1973-03-15
dim_customer,6427,17427,birthdate,1962-09-18Z,1973-09-14
dim_customer,6428,17428,birthdate,1962-03-01Z,1967-08-29
dim_customer,6429,17429,birthdate,1961-06-17Z,1966-12-15
dim_customer,6430,17430,birthdate,1961-05-24Z,1966-11-21
dim_customer,6431,17431,birthdate,1961-10-10Z,1967-04-09
dim_customer,6432,17432,birthdate,1961-02-04Z,1972-02-01
dim_customer,6433,17433,birthdate,1961-11-10Z,1972-11-06
dim_customer,6434,17434,birthdate,1961-08-24Z,1972-08-20
dim_customer,6435,17435,birthdate,1961-08-26Z,1967-02-23
dim_customer,6436,17436,birthdate,1955-07-08Z,1961-01-04
dim_customer,6437,17437,birthdate,1955-06-19Z,1960-12-16
dim_customer,6438,17438,birthdate,1955-07-14Z,1961-01-10
dim_customer,6439,17439,birthdate,1955-02-19Z,1960-08-18
dim_customer,6440,17440,birthdate,1954-05-20Z,1959-11-17
dim_customer,6441,17441,birthdate,1954-11-12Z,1960-05-11
dim_customer,6442,17442,birthdate,1935-06-25Z,1940-12-22
dim_customer,6443,17443,birthdate,1935-11-23Z,1941-05-22
dim_customer,6444,17444,birthdate,1935-05-06Z,1940-11-02
dim_customer,6445,17445,birthdate,1935-04-21Z,1946-04-17
dim_customer,6446,17446,birthdate,1935-08-14Z,1941-02-10
dim_customer,6447,17447,birthdate,1935-03-18Z,1940-09-14
dim_customer,6448,17448,birthdate,1935-03-12Z,1940-09-08
dim_customer,6449,17449,birthdate,1936-07-11Z,1942-01-08
dim_customer,6450,17450,birthdate,1960-10-14Z,1966-04-13
dim_customer,6451,17451,birthdate,1960-02-20Z,1965-08-19
dim_customer,6452,17452,birthdate,1960-06-09Z,1965-12-07
dim_customer,6453,17453,birthdate,1960-07-25Z,1971-07-22
dim_customer,6454,17454,birthdate,1960-05-11Z,1965-11-08
dim_customer,6455,17455,birthdate,1960-05-18Z,1965-11-15
dim_customer,6456,17456,birthdate,1954-05-13Z,1959-11-10
dim_customer,6457,17457,birthdate,1954-03-27Z,1976-03-19
dim_customer,6458,17458,birthdate,1954-07-05Z,1965-07-01
dim_customer,6459,17459,birthdate,1954-05-06Z,1959-11-03
dim_customer,6460,17460,birthdate,1954-12-20Z,1960-06-18
dim_customer,6461,17461,birthdate,1954-11-27Z,1960-05-26
dim_customer,6462,17462,birthdate,1953-02-22Z,1958-08-22
dim_customer,6463,17463,birthdate,1953-09-02Z,1964-08-29
dim_customer,6464,17464,birthdate,1953-02-24Z,1958-08-24
dim_customer,6465,17465,birthdate,1952-12-24Z,1958-06-23
dim_customer,6466,17466,birthdate,1937-01-17Z,1942-07-17
dim_customer,6467,17467,birthdate,1937-08-13Z,1948-08-09
dim_customer,6468,17468,birthdate,1937-01-09Z,1942-07-09
dim_customer,6469,17469,birthdate,1937-07-06Z,1943-01-03
dim_customer,6470,17470,birthdate,1937-11-26Z,1948-11-22
dim_customer,6471,17471,birthdate,1938-11-04Z,1944-05-03
dim_customer,6472,17472,birthdate,1939-02-27Z,1944-08-26
dim_customer,6473,17473,birthdate,1939-07-07Z,1945-01-03
dim_customer,6474,17474,birthdate,1940-11-24Z,1946-05-24
dim_customer,6475,17475,birthdate,1940-04-05Z,1945-10-03
dim_customer,6476,17476,birthdate,1941-03-07Z,1946-09-04
dim_customer,6477,17477,birthdate,1942-03-12Z,1947-09-09
dim_customer,6478,17478,birthdate,1947-11-22Z,1953-05-21
dim_customer,6479,17479,birthdate,1948-09-13Z,1954-03-13
dim_customer,6480,17480,birthdate,1978-08-20Z,1984-02-17
dim_customer,6481,17481,birthdate,1977-11-06Z,1983-05-06
dim_customer,6482,17482,birthdate,1977-05-02Z,1982-10-30
dim_customer,6483,17483,birthdate,1977-07-25Z,1983-01-22
dim_customer,6484,17484,birthdate,1948-11-12Z,1959-11-09
dim_customer,6485,17485,birthdate,1977-07-18Z,1983-01-15
dim_customer,6486,17486,birthdate,1977-11-25Z,1983-05-25
dim_customer,6487,17487,birthdate,1977-08-23Z,1983-02-20
dim_customer,6488,17488,birthdate,1977-09-16Z,1983-03-16
dim_customer,6489,17489,birthdate,1977-11-21Z,1983-05-21
dim_customer,6490,17490,birthdate,1977-09-08Z,1983-03-08
dim_customer,6491,17491,birthdate,1976-07-20Z,1982-01-17
dim_customer,6492,17492,birthdate,1976-06-14Z,1981-12-12
dim_customer,6493,17493,birthdate,1949-11-27Z,1955-05-27
dim_customer,6494,17494,birthdate,1949-08-13Z,1955-02-10
dim_customer,6495,17495,birthdate,1949-05-13Z,1960-05-09
dim_customer,6496,17496,birthdate,1950-10-18Z,1956-04-16
dim_customer,6497,17497,birthdate,1980-04-05Z,1985-10-03
dim_customer,6498,17498,birthdate,1980-08-19Z,1986-02-16
dim_customer,6499,17499,birthdate,1980-05-23Z,1985-11-20
dim_customer,6500,17500,birthdate,1952-04-17Z,1963-04-14
dim_customer,6501,17501,birthdate,1952-04-26Z,1963-04-23
dim_customer,6502,17502,birthdate,1954-10-13Z,1960-04-11
dim_customer,6503,17503,birthdate,1954-07-22Z,1960-01-19
dim_customer,6504,17504,birthdate,1954-05-18Z,1965-05-14
dim_customer,6505,17505,birthdate,1975-11-18Z,1981-05-17
dim_customer,6506,17506,birthdate,1973-04-19Z,1978-10-17
dim_customer,6507,17507,birthdate,1973-08-15Z,1979-02-12
dim_customer,6508,17508,birthdate,1973-07-08Z,1979-01-05
dim_customer,6509,17509,birthdate,1976-04-19Z,1981-10-17
dim_customer,6510,17510,birthdate,1955-09-23Z,1966-09-19
dim_customer,6511,17511,birthdate,1955-10-11Z,1966-10-07
dim_customer,6512,17512,birthdate,1956-08-08Z,1967-08-05
dim_customer,6513,17513,birthdate,1956-03-03Z,1961-08-31
dim_customer,6514,17514,birthdate,1958-07-05Z,1964-01-02
dim_customer,6515,17515,birthdate,1958-01-19Z,1974-07-15
dim_customer,6516,17516,birthdate,1973-05-11Z,1978-11-08
dim_customer,6517,17517,birthdate,1973-02-15Z,1978-08-15
dim_customer,6518,17518,birthdate,1974-08-18Z,1980-02-15
dim_customer,6519,17519,birthdate,1974-08-22Z,1985-08-18
dim_customer,6520,17520,birthdate,1974-09-03Z,1985-08-30
dim_customer,6521,17521,birthdate,1974-06-24Z,1979-12-22
dim_customer,6522,17522,birthdate,1959-03-02Z,1964-08-29
dim_customer,6523,17523,birthdate,1966-07-16Z,1983-01-09
dim_customer,6524,17524,birthdate,1966-11-06Z,1972-05-05
dim_customer,6525,17525,birthdate,1958-03-23Z,1963-09-20
dim_customer,6526,17526,birthdate,1957-03-25Z,1962-09-22
dim_customer,6527,17527,birthdate,1957-09-26Z,1963-03-26
dim_customer,6528,17528,birthdate,1957-07-04Z,1963-01-01
dim_customer,6529,17529,birthdate,1957-05-19Z,1962-11-16
dim_customer,6530,17530,birthdate,1956-05-21Z,1961-11-18
dim_customer,6531,17531,birthdate,1956-03-07Z,1961-09-04
dim_customer,6532,17532,birthdate,1956-05-25Z,1961-11-22
dim_customer,6533,17533,birthdate,1932-11-07Z,1943-11-04
dim_customer,6534,17534,birthdate,1965-12-20Z,1971-06-19
dim_customer,6535,17535,birthdate,1965-10-24Z,1976-10-20
dim_customer,6536,17536,birthdate,1965-08-22Z,1976-08-18
dim_customer,6537,17537,birthdate,1965-08-27Z,1971-02-24
dim_customer,6538,17538,birthdate,1965-03-15Z,1976-03-11
dim_customer,6539,17539,birthdate,1964-04-07Z,1969-10-05
dim_customer,6540,17540,birthdate,1962-03-07Z,1973-03-03
dim_customer,6541,17541,birthdate,1962-12-07Z,1968-06-05
dim_customer,6542,17542,birthdate,1962-02-26Z,1978-08-22
dim_customer,6543,17543,birthdate,1962-08-15Z,1973-08-11
dim_customer,6544,17544,birthdate,1962-06-12Z,1967-12-10
dim_customer,6545,17545,birthdate,1962-07-26Z,1968-01-23
dim_customer,6546,17546,birthdate,1962-06-03Z,1973-05-30
dim_customer,6547,17547,birthdate,1961-09-09Z,1967-03-09
dim_customer,6548,17548,birthdate,1961-11-14Z,1972-11-10
dim_customer,6549,17549,birthdate,1942-02-14Z,1947-08-14
dim_customer,6550,17550,birthdate,1942-10-21Z,1953-10-17
dim_customer,6551,17551,birthdate,1942-08-05Z,1948-02-02
dim_customer,6552,17552,birthdate,1942-08-27Z,1953-08-23
dim_customer,6553,17553,birthdate,1942-09-25Z,1953-09-21
dim_customer,6554,17554,birthdate,1943-04-22Z,1954-04-18
dim_customer,6555,17555,birthdate,1943-01-13Z,1948-07-12
dim_customer,6556,17556,birthdate,1944-04-09Z,1949-10-07
dim_customer,6557,17557,birthdate,1944-10-25Z,1950-04-24
dim_customer,6558,17558,birthdate,1944-05-12Z,1960-11-05
dim_customer,6559,17559,birthdate,1944-04-14Z,1960-10-08
dim_customer,6560,17560,birthdate,1972-03-13Z,1983-03-10
dim_customer,6561,17561,birthdate,1972-06-21Z,1977-12-19
dim_customer,6562,17562,birthdate,1972-11-25Z,1983-11-22
dim_customer,6563,17563,birthdate,1972-09-10Z,1983-09-07
dim_customer,6564,17564,birthdate,1970-06-12Z,1975-12-10
dim_customer,6565,17565,birthdate,1970-12-23Z,1976-06-21
dim_customer,6566,17566,birthdate,1970-04-08Z,1975-10-06
dim_customer,6567,17567,birthdate,1970-10-17Z,1976-04-15
dim_customer,6568,17568,birthdate,1970-03-18Z,1975-09-15
dim_customer,6569,17569,birthdate,1970-02-22Z,1975-08-22
dim_customer,6570,17570,birthdate,1970-03-23Z,1975-09-20
dim_customer,6571,17571,birthdate,1969-05-26Z,1980-05-22
dim_customer,6572,17572,birthdate,1969-05-08Z,1974-11-05
dim_customer,6573,17573,birthdate,1969-08-18Z,1975-02-15
dim_customer,6574,17574,birthdate,1969-01-13Z,1980-01-10
dim_customer,6575,17575,birthdate,1969-12-14Z,1980-12-10
dim_customer,6576,17576,birthdate,1969-07-02Z,1974-12-30
dim_customer,6577,17577,birthdate,1969-06-01Z,1974-11-29
dim_customer,6578,17578,birthdate,1969-11-22Z,1980-11-18
dim_customer,6579,17579,birthdate,1971-06-12Z,1976-12-09
dim_customer,6580,17580,birthdate,1971-10-14Z,1977-04-12
dim_customer,6581,17581,birthdate,1971-08-11Z,1977-02-07
dim_customer,6582,17582,birthdate,1968-08-19Z,1974-02-16
dim_customer,6583,17583,birthdate,1968-07-17Z,1979-07-14
dim_customer,6584,17584,birthdate,1968-06-04Z,1973-12-02
dim_customer,6585,17585,birthdate,1968-03-20Z,1973-09-17
dim_customer,6586,17586,birthdate,1967-06-27Z,1972-12-24
dim_customer,6587,17587,birthdate,1970-05-26Z,1981-05-22
dim_customer,6588,17588,birthdate,1970-05-13Z,1975-11-10
dim_customer,6589,17589,birthdate,1970-04-20Z,1975-10-18
dim_customer,6590,17590,birthdate,1970-10-09Z,1981-10-05
dim_customer,6591,17591,birthdate,1970-03-04Z,1975-09-01
dim_customer,6592,17592,birthdate,1970-09-27Z,1981-09-23
dim_customer,6593,17593,birthdate,1970-08-23Z,1976-02-20
dim_customer,6594,17594,birthdate,1970-11-07Z,1976-05-06
dim_customer,6595,17595,birthdate,1967-04-07Z,1983-10-01
dim_customer,6596,17596,birthdate,1966-11-06Z,1972-05-05
dim_customer,6597,17597,birthdate,1966-07-11Z,1972-01-08
dim_customer,6598,17598,birthdate,1966-10-12Z,1977-10-08
dim_customer,6599,17599,birthdate,1966-11-09Z,1972-05-08
dim_customer,6600,17600,birthdate,1966-11-28Z,1972-05-27
dim_customer,6601,17601,birthdate,1966-01-25Z,1971-07-25
dim_customer,6602,17602,birthdate,1966-07-05Z,1972-01-02
dim_customer,6603,17603,birthdate,1969-08-10Z,1980-08-06
dim_customer,6604,17604,birthdate,1969-09-16Z,1975-03-16
dim_customer,6605,17605,birthdate,1969-03-23Z,1974-09-20
dim_customer,6606,17606,birthdate,1969-09-19Z,1975-03-19
dim_customer,6607,17607,birthdate,1965-04-15Z,1976-04-11
dim_customer,6608,17608,birthdate,1965-07-15Z,1971-01-12
dim_customer,6609,17609,birthdate,1965-07-05Z,1976-07-01
dim_customer,6610,17610,birthdate,1965-09-01Z,1971-03-01
dim_customer,6611,17611,birthdate,1965-02-10Z,1970-08-10
dim_customer,6612,17612,birthdate,1965-04-24Z,1970-10-22
