tabla,fila_index,salesordernumber,salesorderlinenumber,columna_diferente,valor_postgres,valor_sqlserver
fact_internet_sales,5486,SO51196,4,freight,15.9738,0.8748
fact_internet_sales,5487,SO51196,5,freight,15.9738,1.2498
fact_internet_sales,5488,SO51197,1,freight,57.974,57.3748
fact_internet_sales,5489,SO51197,2,freight,57.974,0.2498
fact_internet_sales,5490,SO51197,3,freight,57.974,0.1248
fact_internet_sales,5491,SO51197,4,freight,57.974,0.2248
fact_internet_sales,5492,SO51198,1,freight,58.3743,57.9998
fact_internet_sales,5493,SO51198,2,freight,58.3743,0.2498
fact_internet_sales,5494,SO51198,3,freight,58.3743,0.1248
fact_internet_sales,5495,SO51199,1,freight,14.074,13.4998
fact_internet_sales,5496,SO51199,2,freight,14.074,0.2248
fact_internet_sales,5497,SO51199,3,freight,14.074,0.2248
fact_internet_sales,5498,SO51199,4,freight,14.074,0.1248
fact_internet_sales,5499,SO51200,1,freight,28.887,28.0123
fact_internet_sales,5500,SO51200,2,freight,28.887,0.8748
fact_internet_sales,5501,SO51201,1,freight,60.4765,59.6018
fact_internet_sales,5502,SO51201,2,freight,60.4765,0.8748
fact_internet_sales,5503,SO51202,1,freight,31.721,30.3713
fact_internet_sales,5504,SO51202,2,freight,31.721,1.3498
fact_internet_sales,5505,SO51203,1,freight,61.4333,61.0838
fact_internet_sales,5506,SO51203,2,freight,61.4333,0.2248
fact_internet_sales,5507,SO51203,3,freight,61.4333,0.1248
fact_internet_sales,5509,SO51205,1,freight,59.249,57.9998
fact_internet_sales,5510,SO51205,2,freight,59.249,0.2498
fact_internet_sales,5511,SO51205,3,freight,59.249,0.1248
fact_internet_sales,5512,SO51205,4,freight,59.249,0.8748
fact_internet_sales,5513,SO51206,1,freight,57.974,57.3748
fact_internet_sales,5514,SO51206,2,freight,57.974,0.2498
fact_internet_sales,5515,SO51206,3,freight,57.974,0.1248
fact_internet_sales,5516,SO51206,4,freight,57.974,0.2248
fact_internet_sales,5517,SO51207,1,freight,59.249,57.9998
fact_internet_sales,5518,SO51207,2,freight,59.249,0.2498
fact_internet_sales,5519,SO51207,3,freight,59.249,0.1248
fact_internet_sales,5520,SO51207,4,freight,59.249,0.8748
fact_internet_sales,5521,SO51208,1,freight,61.9585,61.0838
fact_internet_sales,5522,SO51208,2,freight,61.9585,0.8748
fact_internet_sales,5523,SO51209,1,freight,16.1613,14.1248
fact_internet_sales,5524,SO51209,2,freight,16.1613,0.5495
fact_internet_sales,5525,SO51209,3,freight,16.1613,0.8748
fact_internet_sales,5526,SO51209,4,freight,16.1613,0.6123
fact_internet_sales,5527,SO51210,1,freight,58.2495,57.3748
fact_internet_sales,5528,SO51210,2,freight,58.2495,0.8748
fact_internet_sales,5529,SO51211,1,freight,18.7835,18.5588
fact_internet_sales,5530,SO51211,2,freight,18.7835,0.2248
fact_internet_sales,0,SO43697,1,orderdate,2011-05-31 00:00:00+00:00,2010-12-29 00:00:00
fact_internet_sales,1,SO43698,1,orderdate,2011-05-31 00:00:00+00:00,2010-12-29 00:00:00
fact_internet_sales,2,SO43699,1,orderdate,2011-05-31 00:00:00+00:00,2010-12-29 00:00:00
fact_internet_sales,3,SO43700,1,orderdate,2011-05-31 00:00:00+00:00,2010-12-29 00:00:00
fact_internet_sales,4,SO43701,1,orderdate,2011-05-31 00:00:00+00:00,2010-12-29 00:00:00
fact_internet_sales,5,SO43702,1,orderdate,2011-06-01 00:00:00+00:00,2010-12-30 00:00:00
fact_internet_sales,6,SO43703,1,orderdate,2011-06-01 00:00:00+00:00,2010-12-30 00:00:00
fact_internet_sales,7,SO43704,1,orderdate,2011-06-01 00:00:00+00:00,2010-12-30 00:00:00
fact_internet_sales,8,SO43705,1,orderdate,2011-06-01 00:00:00+00:00,2010-12-30 00:00:00
fact_internet_sales,9,SO43706,1,orderdate,2011-06-02 00:00:00+00:00,2010-12-31 00:00:00
fact_internet_sales,10,SO43707,1,orderdate,2011-06-02 00:00:00+00:00,2010-12-31 00:00:00
fact_internet_sales,11,SO43708,1,orderdate,2011-06-02 00:00:00+00:00,2010-12-31 00:00:00
fact_internet_sales,12,SO43709,1,orderdate,2011-06-02 00:00:00+00:00,2010-12-31 00:00:00
fact_internet_sales,13,SO43710,1,orderdate,2011-06-02 00:00:00+00:00,2010-12-31 00:00:00
fact_internet_sales,14,SO43711,1,orderdate,2011-06-03 00:00:00+00:00,2011-01-01 00:00:00
fact_internet_sales,15,SO43712,1,orderdate,2011-06-03 00:00:00+00:00,2011-01-01 00:00:00
fact_internet_sales,16,SO43713,1,orderdate,2011-06-04 00:00:00+00:00,2011-01-02 00:00:00
fact_internet_sales,17,SO43714,1,orderdate,2011-06-04 00:00:00+00:00,2011-01-02 00:00:00
fact_internet_sales,18,SO43715,1,orderdate,2011-06-04 00:00:00+00:00,2011-01-02 00:00:00
fact_internet_sales,19,SO43716,1,orderdate,2011-06-04 00:00:00+00:00,2011-01-02 00:00:00
fact_internet_sales,20,SO43717,1,orderdate,2011-06-04 00:00:00+00:00,2011-01-02 00:00:00
fact_internet_sales,21,SO43718,1,orderdate,2011-06-05 00:00:00+00:00,2011-01-03 00:00:00
fact_internet_sales,22,SO43719,1,orderdate,2011-06-05 00:00:00+00:00,2011-01-03 00:00:00
fact_internet_sales,23,SO43720,1,orderdate,2011-06-05 00:00:00+00:00,2011-01-03 00:00:00
fact_internet_sales,24,SO43721,1,orderdate,2011-06-05 00:00:00+00:00,2011-01-03 00:00:00
fact_internet_sales,25,SO43722,1,orderdate,2011-06-06 00:00:00+00:00,2011-01-04 00:00:00
fact_internet_sales,26,SO43723,1,orderdate,2011-06-06 00:00:00+00:00,2011-01-04 00:00:00
fact_internet_sales,27,SO43724,1,orderdate,2011-06-06 00:00:00+00:00,2011-01-04 00:00:00
fact_internet_sales,28,SO43725,1,orderdate,2011-06-07 00:00:00+00:00,2011-01-05 00:00:00
fact_internet_sales,29,SO43726,1,orderdate,2011-06-07 00:00:00+00:00,2011-01-05 00:00:00
fact_internet_sales,30,SO43727,1,orderdate,2011-06-07 00:00:00+00:00,2011-01-05 00:00:00
fact_internet_sales,31,SO43728,1,orderdate,2011-06-08 00:00:00+00:00,2011-01-06 00:00:00
fact_internet_sales,32,SO43729,1,orderdate,2011-06-08 00:00:00+00:00,2011-01-06 00:00:00
fact_internet_sales,33,SO43730,1,orderdate,2011-06-08 00:00:00+00:00,2011-01-06 00:00:00
fact_internet_sales,34,SO43731,1,orderdate,2011-06-08 00:00:00+00:00,2011-01-06 00:00:00
fact_internet_sales,35,SO43732,1,orderdate,2011-06-08 00:00:00+00:00,2011-01-06 00:00:00
fact_internet_sales,36,SO43733,1,orderdate,2011-06-08 00:00:00+00:00,2011-01-06 00:00:00
fact_internet_sales,37,SO43734,1,orderdate,2011-06-09 00:00:00+00:00,2011-01-07 00:00:00
fact_internet_sales,38,SO43735,1,orderdate,2011-06-09 00:00:00+00:00,2011-01-07 00:00:00
fact_internet_sales,39,SO43736,1,orderdate,2011-06-09 00:00:00+00:00,2011-01-07 00:00:00
fact_internet_sales,40,SO43737,1,orderdate,2011-06-10 00:00:00+00:00,2011-01-08 00:00:00
fact_internet_sales,41,SO43738,1,orderdate,2011-06-10 00:00:00+00:00,2011-01-08 00:00:00
fact_internet_sales,42,SO43739,1,orderdate,2011-06-10 00:00:00+00:00,2011-01-08 00:00:00
fact_internet_sales,43,SO43740,1,orderdate,2011-06-10 00:00:00+00:00,2011-01-08 00:00:00
fact_internet_sales,44,SO43741,1,orderdate,2011-06-11 00:00:00+00:00,2011-01-09 00:00:00
fact_internet_sales,45,SO43742,1,orderdate,2011-06-11 00:00:00+00:00,2011-01-09 00:00:00
fact_internet_sales,46,SO43743,1,orderdate,2011-06-11 00:00:00+00:00,2011-01-09 00:00:00
fact_internet_sales,47,SO43744,1,orderdate,2011-06-11 00:00:00+00:00,2011-01-09 00:00:00
fact_internet_sales,48,SO43745,1,orderdate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_internet_sales,49,SO43746,1,orderdate,2011-06-12 00:00:00+00:00,2011-01-10 00:00:00
fact_internet_sales,50,SO43747,1,orderdate,2011-06-13 00:00:00+00:00,2011-01-11 00:00:00
fact_internet_sales,51,SO43748,1,orderdate,2011-06-13 00:00:00+00:00,2011-01-11 00:00:00
fact_internet_sales,52,SO43749,1,orderdate,2011-06-13 00:00:00+00:00,2011-01-11 00:00:00
fact_internet_sales,53,SO43750,1,orderdate,2011-06-13 00:00:00+00:00,2011-01-11 00:00:00
fact_internet_sales,54,SO43751,1,orderdate,2011-06-13 00:00:00+00:00,2011-01-11 00:00:00
fact_internet_sales,55,SO43752,1,orderdate,2011-06-13 00:00:00+00:00,2011-01-11 00:00:00
fact_internet_sales,56,SO43753,1,orderdate,2011-06-13 00:00:00+00:00,2011-01-11 00:00:00
fact_internet_sales,57,SO43754,1,orderdate,2011-06-14 00:00:00+00:00,2011-01-12 00:00:00
fact_internet_sales,58,SO43755,1,orderdate,2011-06-14 00:00:00+00:00,2011-01-12 00:00:00
fact_internet_sales,59,SO43756,1,orderdate,2011-06-14 00:00:00+00:00,2011-01-12 00:00:00
fact_internet_sales,60,SO43757,1,orderdate,2011-06-14 00:00:00+00:00,2011-01-12 00:00:00
fact_internet_sales,61,SO43758,1,orderdate,2011-06-15 00:00:00+00:00,2011-01-13 00:00:00
fact_internet_sales,62,SO43759,1,orderdate,2011-06-15 00:00:00+00:00,2011-01-13 00:00:00
fact_internet_sales,63,SO43760,1,orderdate,2011-06-15 00:00:00+00:00,2011-01-13 00:00:00
fact_internet_sales,64,SO43761,1,orderdate,2011-06-15 00:00:00+00:00,2011-01-13 00:00:00
fact_internet_sales,65,SO43762,1,orderdate,2011-06-16 00:00:00+00:00,2011-01-14 00:00:00
fact_internet_sales,66,SO43763,1,orderdate,2011-06-16 00:00:00+00:00,2011-01-14 00:00:00
fact_internet_sales,67,SO43764,1,orderdate,2011-06-16 00:00:00+00:00,2011-01-14 00:00:00
fact_internet_sales,68,SO43765,1,orderdate,2011-06-16 00:00:00+00:00,2011-01-14 00:00:00
fact_internet_sales,69,SO43766,1,orderdate,2011-06-17 00:00:00+00:00,2011-01-15 00:00:00
fact_internet_sales,70,SO43767,1,orderdate,2011-06-17 00:00:00+00:00,2011-01-15 00:00:00
fact_internet_sales,71,SO43768,1,orderdate,2011-06-18 00:00:00+00:00,2011-01-16 00:00:00
fact_internet_sales,72,SO43769,1,orderdate,2011-06-18 00:00:00+00:00,2011-01-16 00:00:00
fact_internet_sales,73,SO43770,1,orderdate,2011-06-18 00:00:00+00:00,2011-01-16 00:00:00
fact_internet_sales,74,SO43771,1,orderdate,2011-06-18 00:00:00+00:00,2011-01-16 00:00:00
fact_internet_sales,75,SO43772,1,orderdate,2011-06-18 00:00:00+00:00,2011-01-16 00:00:00
fact_internet_sales,76,SO43773,1,orderdate,2011-06-18 00:00:00+00:00,2011-01-16 00:00:00
fact_internet_sales,77,SO43774,1,orderdate,2011-06-18 00:00:00+00:00,2011-01-16 00:00:00
fact_internet_sales,78,SO43775,1,orderdate,2011-06-18 00:00:00+00:00,2011-01-16 00:00:00
fact_internet_sales,79,SO43776,1,orderdate,2011-06-19 00:00:00+00:00,2011-01-17 00:00:00
fact_internet_sales,80,SO43777,1,orderdate,2011-06-19 00:00:00+00:00,2011-01-17 00:00:00
fact_internet_sales,81,SO43778,1,orderdate,2011-06-19 00:00:00+00:00,2011-01-17 00:00:00
fact_internet_sales,82,SO43779,1,orderdate,2011-06-19 00:00:00+00:00,2011-01-17 00:00:00
fact_internet_sales,83,SO43780,1,orderdate,2011-06-20 00:00:00+00:00,2011-01-18 00:00:00
fact_internet_sales,84,SO43781,1,orderdate,2011-06-20 00:00:00+00:00,2011-01-18 00:00:00
fact_internet_sales,85,SO43782,1,orderdate,2011-06-20 00:00:00+00:00,2011-01-18 00:00:00
fact_internet_sales,86,SO43783,1,orderdate,2011-06-20 00:00:00+00:00,2011-01-18 00:00:00
fact_internet_sales,87,SO43784,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,88,SO43785,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,89,SO43786,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,90,SO43787,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,91,SO43788,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,92,SO43789,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,93,SO43790,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,94,SO43791,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,95,SO43792,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,96,SO43793,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,97,SO43794,1,orderdate,2011-06-21 00:00:00+00:00,2011-01-19 00:00:00
fact_internet_sales,98,SO43795,1,orderdate,2011-06-22 00:00:00+00:00,2011-01-20 00:00:00
fact_internet_sales,99,SO43796,1,orderdate,2011-06-22 00:00:00+00:00,2011-01-20 00:00:00
fact_internet_sales,0,SO43697,1,orderdatekey,20110531,20101229
fact_internet_sales,1,SO43698,1,orderdatekey,20110531,20101229
fact_internet_sales,2,SO43699,1,orderdatekey,20110531,20101229
fact_internet_sales,3,SO43700,1,orderdatekey,20110531,20101229
fact_internet_sales,4,SO43701,1,orderdatekey,20110531,20101229
fact_internet_sales,5,SO43702,1,orderdatekey,20110601,20101230
fact_internet_sales,6,SO43703,1,orderdatekey,20110601,20101230
fact_internet_sales,7,SO43704,1,orderdatekey,20110601,20101230
fact_internet_sales,8,SO43705,1,orderdatekey,20110601,20101230
fact_internet_sales,9,SO43706,1,orderdatekey,20110602,20101231
fact_internet_sales,10,SO43707,1,orderdatekey,20110602,20101231
fact_internet_sales,11,SO43708,1,orderdatekey,20110602,20101231
fact_internet_sales,12,SO43709,1,orderdatekey,20110602,20101231
fact_internet_sales,13,SO43710,1,orderdatekey,20110602,20101231
fact_internet_sales,14,SO43711,1,orderdatekey,20110603,20110101
fact_internet_sales,15,SO43712,1,orderdatekey,20110603,20110101
fact_internet_sales,16,SO43713,1,orderdatekey,20110604,20110102
fact_internet_sales,17,SO43714,1,orderdatekey,20110604,20110102
fact_internet_sales,18,SO43715,1,orderdatekey,20110604,20110102
fact_internet_sales,19,SO43716,1,orderdatekey,20110604,20110102
fact_internet_sales,20,SO43717,1,orderdatekey,20110604,20110102
fact_internet_sales,21,SO43718,1,orderdatekey,20110605,20110103
fact_internet_sales,22,SO43719,1,orderdatekey,20110605,20110103
fact_internet_sales,23,SO43720,1,orderdatekey,20110605,20110103
fact_internet_sales,24,SO43721,1,orderdatekey,20110605,20110103
fact_internet_sales,25,SO43722,1,orderdatekey,20110606,20110104
fact_internet_sales,26,SO43723,1,orderdatekey,20110606,20110104
fact_internet_sales,27,SO43724,1,orderdatekey,20110606,20110104
fact_internet_sales,28,SO43725,1,orderdatekey,20110607,20110105
fact_internet_sales,29,SO43726,1,orderdatekey,20110607,20110105
fact_internet_sales,30,SO43727,1,orderdatekey,20110607,20110105
fact_internet_sales,31,SO43728,1,orderdatekey,20110608,20110106
fact_internet_sales,32,SO43729,1,orderdatekey,20110608,20110106
fact_internet_sales,33,SO43730,1,orderdatekey,20110608,20110106
fact_internet_sales,34,SO43731,1,orderdatekey,20110608,20110106
fact_internet_sales,35,SO43732,1,orderdatekey,20110608,20110106
fact_internet_sales,36,SO43733,1,orderdatekey,20110608,20110106
fact_internet_sales,37,SO43734,1,orderdatekey,20110609,20110107
fact_internet_sales,38,SO43735,1,orderdatekey,20110609,20110107
fact_internet_sales,39,SO43736,1,orderdatekey,20110609,20110107
fact_internet_sales,40,SO43737,1,orderdatekey,20110610,20110108
fact_internet_sales,41,SO43738,1,orderdatekey,20110610,20110108
fact_internet_sales,42,SO43739,1,orderdatekey,20110610,20110108
fact_internet_sales,43,SO43740,1,orderdatekey,20110610,20110108
fact_internet_sales,44,SO43741,1,orderdatekey,20110611,20110109
fact_internet_sales,45,SO43742,1,orderdatekey,20110611,20110109
fact_internet_sales,46,SO43743,1,orderdatekey,20110611,20110109
fact_internet_sales,47,SO43744,1,orderdatekey,20110611,20110109
fact_internet_sales,48,SO43745,1,orderdatekey,20110612,20110110
fact_internet_sales,49,SO43746,1,orderdatekey,20110612,20110110
fact_internet_sales,50,SO43747,1,orderdatekey,20110613,20110111
fact_internet_sales,51,SO43748,1,orderdatekey,20110613,20110111
fact_internet_sales,52,SO43749,1,orderdatekey,20110613,20110111
fact_internet_sales,53,SO43750,1,orderdatekey,20110613,20110111
fact_internet_sales,54,SO43751,1,orderdatekey,20110613,20110111
fact_internet_sales,55,SO43752,1,orderdatekey,20110613,20110111
fact_internet_sales,56,SO43753,1,orderdatekey,20110613,20110111
fact_internet_sales,57,SO43754,1,orderdatekey,20110614,20110112
fact_internet_sales,58,SO43755,1,orderdatekey,20110614,20110112
fact_internet_sales,59,SO43756,1,orderdatekey,20110614,20110112
fact_internet_sales,60,SO43757,1,orderdatekey,20110614,20110112
fact_internet_sales,61,SO43758,1,orderdatekey,20110615,20110113
fact_internet_sales,62,SO43759,1,orderdatekey,20110615,20110113
fact_internet_sales,63,SO43760,1,orderdatekey,20110615,20110113
fact_internet_sales,64,SO43761,1,orderdatekey,20110615,20110113
fact_internet_sales,65,SO43762,1,orderdatekey,20110616,20110114
fact_internet_sales,66,SO43763,1,orderdatekey,20110616,20110114
fact_internet_sales,67,SO43764,1,orderdatekey,20110616,20110114
fact_internet_sales,68,SO43765,1,orderdatekey,20110616,20110114
fact_internet_sales,69,SO43766,1,orderdatekey,20110617,20110115
fact_internet_sales,70,SO43767,1,orderdatekey,20110617,20110115
fact_internet_sales,71,SO43768,1,orderdatekey,20110618,20110116
fact_internet_sales,72,SO43769,1,orderdatekey,20110618,20110116
fact_internet_sales,73,SO43770,1,orderdatekey,20110618,20110116
fact_internet_sales,74,SO43771,1,orderdatekey,20110618,20110116
fact_internet_sales,75,SO43772,1,orderdatekey,20110618,20110116
fact_internet_sales,76,SO43773,1,orderdatekey,20110618,20110116
fact_internet_sales,77,SO43774,1,orderdatekey,20110618,20110116
fact_internet_sales,78,SO43775,1,orderdatekey,20110618,20110116
fact_internet_sales,79,SO43776,1,orderdatekey,20110619,20110117
fact_internet_sales,80,SO43777,1,orderdatekey,20110619,20110117
fact_internet_sales,81,SO43778,1,orderdatekey,20110619,20110117
fact_internet_sales,82,SO43779,1,orderdatekey,20110619,20110117
fact_internet_sales,83,SO43780,1,orderdatekey,20110620,20110118
fact_internet_sales,84,SO43781,1,orderdatekey,20110620,20110118
fact_internet_sales,85,SO43782,1,orderdatekey,20110620,20110118
fact_internet_sales,86,SO43783,1,orderdatekey,20110620,20110118
fact_internet_sales,87,SO43784,1,orderdatekey,20110621,20110119
fact_internet_sales,88,SO43785,1,orderdatekey,20110621,20110119
fact_internet_sales,89,SO43786,1,orderdatekey,20110621,20110119
fact_internet_sales,90,SO43787,1,orderdatekey,20110621,20110119
fact_internet_sales,91,SO43788,1,orderdatekey,20110621,20110119
fact_internet_sales,92,SO43789,1,orderdatekey,20110621,20110119
fact_internet_sales,93,SO43790,1,orderdatekey,20110621,20110119
fact_internet_sales,94,SO43791,1,orderdatekey,20110621,20110119
fact_internet_sales,95,SO43792,1,orderdatekey,20110621,20110119
fact_internet_sales,96,SO43793,1,orderdatekey,20110621,20110119
fact_internet_sales,97,SO43794,1,orderdatekey,20110621,20110119
fact_internet_sales,98,SO43795,1,orderdatekey,20110622,20110120
fact_internet_sales,99,SO43796,1,orderdatekey,20110622,20110120
fact_internet_sales,2208,SO46678,1,productkey,330,331
fact_internet_sales,2216,SO46686,1,productkey,324,325
fact_internet_sales,2229,SO46699,1,productkey,328,329
fact_internet_sales,2233,SO46703,1,productkey,336,337
fact_internet_sales,2237,SO46707,1,productkey,336,337
fact_internet_sales,2259,SO46729,1,productkey,320,321
fact_internet_sales,2282,SO46752,1,productkey,342,343
fact_internet_sales,2284,SO46754,1,productkey,320,321
fact_internet_sales,2285,SO46755,1,productkey,342,343
fact_internet_sales,2291,SO46761,1,productkey,324,325
fact_internet_sales,2295,SO46765,1,productkey,332,333
fact_internet_sales,2298,SO46768,1,productkey,338,339
fact_internet_sales,2313,SO46783,1,productkey,336,337
fact_internet_sales,2317,SO46787,1,productkey,332,333
fact_internet_sales,2332,SO46802,1,productkey,336,337
fact_internet_sales,2334,SO46804,1,productkey,322,323
fact_internet_sales,2352,SO46822,1,productkey,324,325
fact_internet_sales,2353,SO46823,1,productkey,322,323
fact_internet_sales,2360,SO46830,1,productkey,336,337
fact_internet_sales,2372,SO46842,1,productkey,320,321
fact_internet_sales,2382,SO46852,1,productkey,332,333
fact_internet_sales,2410,SO46880,1,productkey,334,335
fact_internet_sales,2412,SO46882,1,productkey,342,343
fact_internet_sales,2418,SO46888,1,productkey,324,325
fact_internet_sales,2421,SO46891,1,productkey,324,325
fact_internet_sales,2426,SO46896,1,productkey,332,333
fact_internet_sales,2440,SO46910,1,productkey,330,331
fact_internet_sales,2446,SO46916,1,productkey,328,329
fact_internet_sales,2448,SO46918,1,productkey,342,343
fact_internet_sales,2463,SO47072,1,productkey,340,341
fact_internet_sales,2472,SO47081,1,productkey,340,341
fact_internet_sales,2473,SO47082,1,productkey,322,323
fact_internet_sales,2474,SO47083,1,productkey,328,329
fact_internet_sales,2480,SO47089,1,productkey,340,341
fact_internet_sales,2490,SO47099,1,productkey,324,325
fact_internet_sales,2504,SO47113,1,productkey,342,343
fact_internet_sales,2526,SO47135,1,productkey,342,343
fact_internet_sales,2535,SO47144,1,productkey,342,343
fact_internet_sales,2536,SO47145,1,productkey,338,339
fact_internet_sales,2544,SO47153,1,productkey,320,321
fact_internet_sales,2545,SO47154,1,productkey,334,335
fact_internet_sales,2574,SO47183,1,productkey,334,335
fact_internet_sales,2584,SO47193,1,productkey,328,329
fact_internet_sales,2590,SO47199,1,productkey,322,323
fact_internet_sales,2597,SO47206,1,productkey,332,333
fact_internet_sales,2598,SO47207,1,productkey,336,337
fact_internet_sales,2634,SO47243,1,productkey,338,339
fact_internet_sales,2637,SO47246,1,productkey,342,343
fact_internet_sales,2645,SO47254,1,productkey,332,333
fact_internet_sales,2666,SO47275,1,productkey,338,339
fact_internet_sales,2667,SO47276,1,productkey,342,343
fact_internet_sales,2677,SO47286,1,productkey,328,329
fact_internet_sales,2691,SO47300,1,productkey,336,337
fact_internet_sales,2694,SO47303,1,productkey,322,323
fact_internet_sales,2698,SO47307,1,productkey,334,335
fact_internet_sales,2699,SO47308,1,productkey,326,327
fact_internet_sales,2702,SO47311,1,productkey,332,333
fact_internet_sales,2703,SO47312,1,productkey,332,333
fact_internet_sales,2713,SO47322,1,productkey,342,343
fact_internet_sales,2722,SO47331,1,productkey,332,333
fact_internet_sales,2727,SO47336,1,productkey,338,339
fact_internet_sales,2738,SO47347,1,productkey,320,321
fact_internet_sales,2739,SO47348,1,productkey,330,331
fact_internet_sales,2740,SO47460,1,productkey,320,321
fact_internet_sales,2745,SO47465,1,productkey,340,341
fact_internet_sales,2748,SO47468,1,productkey,328,329
fact_internet_sales,2758,SO47478,1,productkey,324,325
fact_internet_sales,2759,SO47479,1,productkey,330,331
fact_internet_sales,2772,SO47492,1,productkey,334,335
fact_internet_sales,2778,SO47498,1,productkey,324,325
fact_internet_sales,2787,SO47507,1,productkey,332,333
fact_internet_sales,2797,SO47517,1,productkey,342,343
fact_internet_sales,2799,SO47519,1,productkey,336,337
fact_internet_sales,2810,SO47530,1,productkey,328,329
fact_internet_sales,2811,SO47531,1,productkey,338,339
fact_internet_sales,2814,SO47534,1,productkey,328,329
fact_internet_sales,2819,SO47539,1,productkey,328,329
fact_internet_sales,2821,SO47541,1,productkey,340,341
fact_internet_sales,2827,SO47547,1,productkey,332,333
fact_internet_sales,2828,SO47548,1,productkey,330,331
fact_internet_sales,2829,SO47549,1,productkey,342,343
fact_internet_sales,2830,SO47550,1,productkey,336,337
fact_internet_sales,2840,SO47560,1,productkey,324,325
fact_internet_sales,2841,SO47561,1,productkey,320,321
fact_internet_sales,2854,SO47574,1,productkey,332,333
fact_internet_sales,2864,SO47584,1,productkey,340,341
fact_internet_sales,2865,SO47585,1,productkey,328,329
fact_internet_sales,2866,SO47586,1,productkey,326,327
fact_internet_sales,2873,SO47593,1,productkey,324,325
fact_internet_sales,2874,SO47594,1,productkey,342,343
fact_internet_sales,2882,SO47602,1,productkey,322,323
fact_internet_sales,2889,SO47609,1,productkey,334,335
fact_internet_sales,2890,SO47610,1,productkey,338,339
fact_internet_sales,2891,SO47611,1,productkey,330,331
fact_internet_sales,2894,SO47614,1,productkey,330,331
fact_internet_sales,2895,SO47615,1,productkey,342,343
fact_internet_sales,2902,SO47622,1,productkey,338,339
fact_internet_sales,2906,SO47626,1,productkey,320,321
fact_internet_sales,2912,SO47632,1,productkey,342,343
fact_internet_sales,2916,SO47636,1,productkey,330,331
fact_internet_sales,3,SO43700,1,productstandardcost,486.7066,413.1463
fact_internet_sales,11,SO43708,1,productstandardcost,486.7066,413.1463
fact_internet_sales,20,SO43717,1,productstandardcost,486.7066,413.1463
fact_internet_sales,26,SO43723,1,productstandardcost,486.7066,413.1463
fact_internet_sales,29,SO43726,1,productstandardcost,486.7066,413.1463
fact_internet_sales,59,SO43756,1,productstandardcost,486.7066,413.1463
fact_internet_sales,74,SO43771,1,productstandardcost,486.7066,413.1463
fact_internet_sales,82,SO43779,1,productstandardcost,486.7066,413.1463
fact_internet_sales,99,SO43796,1,productstandardcost,486.7066,413.1463
fact_internet_sales,108,SO43805,1,productstandardcost,486.7066,413.1463
fact_internet_sales,126,SO43823,1,productstandardcost,486.7066,413.1463
fact_internet_sales,127,SO43824,1,productstandardcost,486.7066,413.1463
fact_internet_sales,130,SO43827,1,productstandardcost,486.7066,413.1463
fact_internet_sales,139,SO43836,1,productstandardcost,486.7066,413.1463
fact_internet_sales,143,SO43840,1,productstandardcost,486.7066,413.1463
fact_internet_sales,157,SO43929,1,productstandardcost,486.7066,413.1463
fact_internet_sales,163,SO43935,1,productstandardcost,486.7066,413.1463
fact_internet_sales,168,SO43940,1,productstandardcost,486.7066,413.1463
fact_internet_sales,171,SO43943,1,productstandardcost,486.7066,413.1463
fact_internet_sales,181,SO43953,1,productstandardcost,486.7066,413.1463
fact_internet_sales,207,SO43979,1,productstandardcost,486.7066,413.1463
fact_internet_sales,210,SO43982,1,productstandardcost,486.7066,413.1463
fact_internet_sales,230,SO44002,1,productstandardcost,486.7066,413.1463
fact_internet_sales,231,SO44003,1,productstandardcost,486.7066,413.1463
fact_internet_sales,233,SO44005,1,productstandardcost,486.7066,413.1463
fact_internet_sales,235,SO44007,1,productstandardcost,486.7066,413.1463
fact_internet_sales,265,SO44037,1,productstandardcost,486.7066,413.1463
fact_internet_sales,267,SO44039,1,productstandardcost,486.7066,413.1463
fact_internet_sales,281,SO44053,1,productstandardcost,486.7066,413.1463
fact_internet_sales,285,SO44057,1,productstandardcost,486.7066,413.1463
fact_internet_sales,288,SO44060,1,productstandardcost,486.7066,413.1463
fact_internet_sales,319,SO44151,1,productstandardcost,486.7066,413.1463
fact_internet_sales,334,SO44166,1,productstandardcost,486.7066,413.1463
fact_internet_sales,340,SO44172,1,productstandardcost,486.7066,413.1463
fact_internet_sales,356,SO44188,1,productstandardcost,486.7066,413.1463
fact_internet_sales,357,SO44189,1,productstandardcost,486.7066,413.1463
