tabla,fila_index,resellerkey,columna_diferente,valor_postgres,valor_sqlserver
dim_reseller,495,496,annualrevenue,300000,300000.0
dim_reseller,496,497,annualrevenue,30000,30000.0
dim_reseller,497,498,annualrevenue,150000,150000.0
dim_reseller,498,499,annualrevenue,300000,300000.0
dim_reseller,499,500,annualrevenue,30000,30000.0
dim_reseller,500,501,annualrevenue,150000,150000.0
dim_reseller,501,502,annualrevenue,300000,300000.0
dim_reseller,502,503,annualrevenue,30000,30000.0
dim_reseller,503,504,annualrevenue,150000,150000.0
dim_reseller,504,505,annualrevenue,300000,300000.0
dim_reseller,505,506,annualrevenue,30000,30000.0
dim_reseller,506,507,annualrevenue,150000,150000.0
dim_reseller,507,508,annualrevenue,300000,300000.0
dim_reseller,508,509,annualrevenue,30000,30000.0
dim_reseller,509,510,annualrevenue,150000,150000.0
dim_reseller,510,511,annualrevenue,300000,300000.0
dim_reseller,511,512,annualrevenue,30000,30000.0
dim_reseller,512,513,annualrevenue,150000,150000.0
dim_reseller,513,514,annualrevenue,300000,300000.0
dim_reseller,514,515,annualrevenue,30000,30000.0
dim_reseller,515,516,annualrevenue,150000,150000.0
dim_reseller,516,517,annualrevenue,300000,300000.0
dim_reseller,517,518,annualrevenue,30000,30000.0
dim_reseller,518,519,annualrevenue,150000,150000.0
dim_reseller,519,520,annualrevenue,300000,300000.0
dim_reseller,520,521,annualrevenue,80000,80000.0
dim_reseller,521,522,annualrevenue,150000,150000.0
dim_reseller,522,523,annualrevenue,300000,300000.0
dim_reseller,523,524,annualrevenue,80000,80000.0
dim_reseller,524,525,annualrevenue,150000,150000.0
dim_reseller,525,526,annualrevenue,300000,300000.0
dim_reseller,526,527,annualrevenue,80000,80000.0
dim_reseller,527,528,annualrevenue,150000,150000.0
dim_reseller,528,529,annualrevenue,300000,300000.0
dim_reseller,529,530,annualrevenue,80000,80000.0
dim_reseller,530,531,annualrevenue,150000,150000.0
dim_reseller,531,532,annualrevenue,300000,300000.0
dim_reseller,532,533,annualrevenue,80000,80000.0
dim_reseller,533,534,annualrevenue,150000,150000.0
dim_reseller,534,535,annualrevenue,300000,300000.0
dim_reseller,535,536,annualrevenue,100000,100000.0
dim_reseller,536,537,annualrevenue,100000,100000.0
dim_reseller,537,538,annualrevenue,300000,300000.0
dim_reseller,538,539,annualrevenue,80000,80000.0
dim_reseller,539,540,annualrevenue,100000,100000.0
dim_reseller,540,541,annualrevenue,300000,300000.0
dim_reseller,541,542,annualrevenue,80000,80000.0
dim_reseller,542,543,annualrevenue,100000,100000.0
dim_reseller,543,544,annualrevenue,300000,300000.0
dim_reseller,544,545,annualrevenue,80000,80000.0
dim_reseller,545,546,annualrevenue,30000,30000.0
dim_reseller,546,547,annualrevenue,80000,80000.0
dim_reseller,547,548,annualrevenue,150000,150000.0
dim_reseller,548,549,annualrevenue,30000,30000.0
dim_reseller,549,550,annualrevenue,80000,80000.0
dim_reseller,550,551,annualrevenue,150000,150000.0
dim_reseller,551,552,annualrevenue,30000,30000.0
dim_reseller,552,553,annualrevenue,80000,80000.0
dim_reseller,553,554,annualrevenue,150000,150000.0
dim_reseller,554,555,annualrevenue,80000,80000.0
dim_reseller,555,556,annualrevenue,80000,80000.0
dim_reseller,556,557,annualrevenue,150000,150000.0
dim_reseller,557,558,annualrevenue,80000,80000.0
dim_reseller,558,559,annualrevenue,100000,100000.0
dim_reseller,559,560,annualrevenue,300000,300000.0
dim_reseller,560,561,annualrevenue,80000,80000.0
dim_reseller,561,562,annualrevenue,100000,100000.0
dim_reseller,562,563,annualrevenue,300000,300000.0
dim_reseller,563,564,annualrevenue,100000,100000.0
dim_reseller,564,565,annualrevenue,100000,100000.0
dim_reseller,565,566,annualrevenue,300000,300000.0
dim_reseller,566,567,annualrevenue,80000,80000.0
dim_reseller,567,568,annualrevenue,150000,150000.0
dim_reseller,568,569,annualrevenue,300000,300000.0
dim_reseller,569,570,annualrevenue,80000,80000.0
dim_reseller,570,571,annualrevenue,150000,150000.0
dim_reseller,571,572,annualrevenue,300000,300000.0
dim_reseller,572,573,annualrevenue,80000,80000.0
dim_reseller,573,574,annualrevenue,150000,150000.0
dim_reseller,574,575,annualrevenue,300000,300000.0
dim_reseller,575,576,annualrevenue,80000,80000.0
dim_reseller,576,577,annualrevenue,150000,150000.0
dim_reseller,577,578,annualrevenue,300000,300000.0
dim_reseller,578,579,annualrevenue,80000,80000.0
dim_reseller,579,580,annualrevenue,150000,150000.0
dim_reseller,580,581,annualrevenue,300000,300000.0
dim_reseller,581,582,annualrevenue,80000,80000.0
dim_reseller,582,583,annualrevenue,150000,150000.0
dim_reseller,583,584,annualrevenue,300000,300000.0
dim_reseller,584,585,annualrevenue,80000,80000.0
dim_reseller,585,586,annualrevenue,150000,150000.0
dim_reseller,586,587,annualrevenue,300000,300000.0
dim_reseller,587,588,annualrevenue,80000,80000.0
dim_reseller,588,589,annualrevenue,150000,150000.0
dim_reseller,589,590,annualrevenue,300000,300000.0
dim_reseller,590,591,annualrevenue,80000,80000.0
dim_reseller,591,592,annualrevenue,150000,150000.0
dim_reseller,592,593,annualrevenue,300000,300000.0
dim_reseller,593,594,annualrevenue,80000,80000.0
dim_reseller,594,595,annualrevenue,150000,150000.0
dim_reseller,595,596,annualrevenue,300000,300000.0
dim_reseller,596,597,annualrevenue,30000,30000.0
dim_reseller,597,598,annualrevenue,150000,150000.0
dim_reseller,598,599,annualrevenue,300000,300000.0
dim_reseller,599,600,annualrevenue,30000,30000.0
dim_reseller,600,601,annualrevenue,150000,150000.0
dim_reseller,601,602,annualrevenue,300000,300000.0
dim_reseller,602,603,annualrevenue,30000,30000.0
dim_reseller,603,604,annualrevenue,150000,150000.0
dim_reseller,604,605,annualrevenue,300000,300000.0
dim_reseller,605,606,annualrevenue,30000,30000.0
dim_reseller,606,607,annualrevenue,150000,150000.0
dim_reseller,607,608,annualrevenue,300000,300000.0
dim_reseller,608,609,annualrevenue,30000,30000.0
dim_reseller,609,610,annualrevenue,150000,150000.0
dim_reseller,610,611,annualrevenue,300000,300000.0
dim_reseller,611,612,annualrevenue,30000,30000.0
dim_reseller,612,613,annualrevenue,150000,150000.0
dim_reseller,613,614,annualrevenue,300000,300000.0
dim_reseller,614,615,annualrevenue,30000,30000.0
dim_reseller,615,616,annualrevenue,150000,150000.0
dim_reseller,616,617,annualrevenue,300000,300000.0
dim_reseller,617,618,annualrevenue,30000,30000.0
dim_reseller,618,619,annualrevenue,150000,150000.0
dim_reseller,619,620,annualrevenue,300000,300000.0
dim_reseller,620,621,annualrevenue,30000,30000.0
dim_reseller,621,622,annualrevenue,150000,150000.0
dim_reseller,622,623,annualrevenue,300000,300000.0
dim_reseller,623,624,annualrevenue,30000,30000.0
dim_reseller,624,625,annualrevenue,150000,150000.0
dim_reseller,625,626,annualrevenue,300000,300000.0
dim_reseller,626,627,annualrevenue,30000,30000.0
dim_reseller,627,628,annualrevenue,150000,150000.0
dim_reseller,628,629,annualrevenue,300000,300000.0
dim_reseller,629,630,annualrevenue,80000,80000.0
dim_reseller,630,631,annualrevenue,150000,150000.0
dim_reseller,631,632,annualrevenue,300000,300000.0
dim_reseller,632,633,annualrevenue,80000,80000.0
dim_reseller,633,634,annualrevenue,150000,150000.0
dim_reseller,634,635,annualrevenue,300000,300000.0
dim_reseller,635,636,annualrevenue,80000,80000.0
dim_reseller,636,637,annualrevenue,150000,150000.0
dim_reseller,637,638,annualrevenue,300000,300000.0
dim_reseller,638,639,annualrevenue,80000,80000.0
dim_reseller,639,640,annualrevenue,150000,150000.0
dim_reseller,640,641,annualrevenue,300000,300000.0
dim_reseller,641,642,annualrevenue,80000,80000.0
dim_reseller,642,643,annualrevenue,150000,150000.0
dim_reseller,643,644,annualrevenue,300000,300000.0
dim_reseller,644,645,annualrevenue,100000,100000.0
dim_reseller,645,646,annualrevenue,100000,100000.0
dim_reseller,646,647,annualrevenue,300000,300000.0
dim_reseller,647,648,annualrevenue,80000,80000.0
dim_reseller,648,649,annualrevenue,100000,100000.0
dim_reseller,649,650,annualrevenue,300000,300000.0
dim_reseller,650,651,annualrevenue,80000,80000.0
dim_reseller,651,652,annualrevenue,100000,100000.0
dim_reseller,652,653,annualrevenue,300000,300000.0
dim_reseller,653,654,annualrevenue,80000,80000.0
dim_reseller,654,655,annualrevenue,30000,30000.0
dim_reseller,655,656,annualrevenue,80000,80000.0
dim_reseller,656,657,annualrevenue,150000,150000.0
dim_reseller,657,658,annualrevenue,30000,30000.0
dim_reseller,658,659,annualrevenue,80000,80000.0
dim_reseller,659,660,annualrevenue,150000,150000.0
dim_reseller,660,661,annualrevenue,30000,30000.0
dim_reseller,661,662,annualrevenue,80000,80000.0
dim_reseller,662,663,annualrevenue,150000,150000.0
dim_reseller,663,664,annualrevenue,80000,80000.0
dim_reseller,664,665,annualrevenue,80000,80000.0
dim_reseller,665,666,annualrevenue,150000,150000.0
dim_reseller,666,667,annualrevenue,80000,80000.0
dim_reseller,667,668,annualrevenue,100000,100000.0
dim_reseller,668,669,annualrevenue,300000,300000.0
dim_reseller,669,670,annualrevenue,80000,80000.0
dim_reseller,670,671,annualrevenue,100000,100000.0
dim_reseller,671,672,annualrevenue,300000,300000.0
dim_reseller,672,673,annualrevenue,100000,100000.0
dim_reseller,673,674,annualrevenue,100000,100000.0
dim_reseller,674,675,annualrevenue,300000,300000.0
dim_reseller,675,676,annualrevenue,80000,80000.0
dim_reseller,676,677,annualrevenue,150000,150000.0
dim_reseller,677,678,annualrevenue,300000,300000.0
dim_reseller,678,679,annualrevenue,80000,80000.0
dim_reseller,679,680,annualrevenue,150000,150000.0
dim_reseller,680,681,annualrevenue,300000,300000.0
dim_reseller,681,682,annualrevenue,80000,80000.0
dim_reseller,682,683,annualrevenue,150000,150000.0
dim_reseller,683,684,annualrevenue,300000,300000.0
dim_reseller,684,685,annualrevenue,80000,80000.0
dim_reseller,685,686,annualrevenue,150000,150000.0
dim_reseller,686,687,annualrevenue,300000,300000.0
dim_reseller,687,688,annualrevenue,80000,80000.0
dim_reseller,688,689,annualrevenue,150000,150000.0
dim_reseller,689,690,annualrevenue,300000,300000.0
dim_reseller,690,691,annualrevenue,80000,80000.0
dim_reseller,691,692,annualrevenue,150000,150000.0
dim_reseller,692,693,annualrevenue,300000,300000.0
dim_reseller,693,694,annualrevenue,80000,80000.0
dim_reseller,694,695,annualrevenue,150000,150000.0
dim_reseller,695,696,annualrevenue,300000,300000.0
dim_reseller,696,697,annualrevenue,80000,80000.0
dim_reseller,697,698,annualrevenue,150000,150000.0
dim_reseller,698,699,annualrevenue,300000,300000.0
dim_reseller,699,700,annualrevenue,80000,80000.0
dim_reseller,700,701,annualrevenue,300000,300000.0
dim_reseller,0,1,annualsales,300000,300000.0
dim_reseller,1,2,annualsales,800000,800000.0
dim_reseller,2,3,annualsales,1500000,1500000.0
dim_reseller,3,4,annualsales,300000,300000.0
dim_reseller,4,5,annualsales,800000,800000.0
dim_reseller,5,6,annualsales,1500000,1500000.0
dim_reseller,6,7,annualsales,300000,300000.0
dim_reseller,7,8,annualsales,800000,800000.0
dim_reseller,8,9,annualsales,1500000,1500000.0
dim_reseller,9,10,annualsales,800000,800000.0
dim_reseller,10,11,annualsales,800000,800000.0
dim_reseller,11,12,annualsales,1500000,1500000.0
dim_reseller,12,13,annualsales,800000,800000.0
dim_reseller,13,14,annualsales,1000000,1000000.0
dim_reseller,14,15,annualsales,3000000,3000000.0
dim_reseller,15,16,annualsales,800000,800000.0
dim_reseller,16,17,annualsales,1000000,1000000.0
dim_reseller,17,18,annualsales,3000000,3000000.0
dim_reseller,18,19,annualsales,1000000,1000000.0
dim_reseller,19,20,annualsales,1000000,1000000.0
dim_reseller,20,21,annualsales,3000000,3000000.0
dim_reseller,21,22,annualsales,800000,800000.0
dim_reseller,22,23,annualsales,1500000,1500000.0
dim_reseller,23,24,annualsales,3000000,3000000.0
dim_reseller,24,25,annualsales,800000,800000.0
dim_reseller,25,26,annualsales,1500000,1500000.0
dim_reseller,26,27,annualsales,3000000,3000000.0
dim_reseller,27,28,annualsales,800000,800000.0
dim_reseller,28,29,annualsales,1500000,1500000.0
dim_reseller,29,30,annualsales,3000000,3000000.0
dim_reseller,30,31,annualsales,800000,800000.0
dim_reseller,31,32,annualsales,1500000,1500000.0
dim_reseller,32,33,annualsales,3000000,3000000.0
dim_reseller,33,34,annualsales,800000,800000.0
dim_reseller,34,35,annualsales,1500000,1500000.0
dim_reseller,35,36,annualsales,3000000,3000000.0
dim_reseller,36,37,annualsales,800000,800000.0
dim_reseller,37,38,annualsales,1500000,1500000.0
dim_reseller,38,39,annualsales,3000000,3000000.0
dim_reseller,39,40,annualsales,800000,800000.0
dim_reseller,40,41,annualsales,1500000,1500000.0
dim_reseller,41,42,annualsales,3000000,3000000.0
dim_reseller,42,43,annualsales,800000,800000.0
dim_reseller,43,44,annualsales,1500000,1500000.0
dim_reseller,44,45,annualsales,3000000,3000000.0
dim_reseller,45,46,annualsales,800000,800000.0
dim_reseller,46,47,annualsales,1500000,1500000.0
dim_reseller,47,48,annualsales,3000000,3000000.0
dim_reseller,48,49,annualsales,800000,800000.0
dim_reseller,49,50,annualsales,1500000,1500000.0
dim_reseller,50,51,annualsales,3000000,3000000.0
dim_reseller,51,52,annualsales,300000,300000.0
dim_reseller,52,53,annualsales,1500000,1500000.0
dim_reseller,53,54,annualsales,3000000,3000000.0
dim_reseller,54,55,annualsales,300000,300000.0
dim_reseller,55,56,annualsales,1500000,1500000.0
dim_reseller,56,57,annualsales,3000000,3000000.0
dim_reseller,57,58,annualsales,300000,300000.0
dim_reseller,58,59,annualsales,1500000,1500000.0
dim_reseller,59,60,annualsales,3000000,3000000.0
dim_reseller,60,61,annualsales,300000,300000.0
dim_reseller,61,62,annualsales,1500000,1500000.0
dim_reseller,62,63,annualsales,3000000,3000000.0
dim_reseller,63,64,annualsales,300000,300000.0
dim_reseller,64,65,annualsales,1500000,1500000.0
dim_reseller,65,66,annualsales,3000000,3000000.0
dim_reseller,66,67,annualsales,300000,300000.0
dim_reseller,67,68,annualsales,1500000,1500000.0
dim_reseller,68,69,annualsales,3000000,3000000.0
dim_reseller,69,70,annualsales,300000,300000.0
dim_reseller,70,71,annualsales,1500000,1500000.0
dim_reseller,71,72,annualsales,3000000,3000000.0
dim_reseller,72,73,annualsales,300000,300000.0
dim_reseller,73,74,annualsales,1500000,1500000.0
dim_reseller,74,75,annualsales,3000000,3000000.0
dim_reseller,75,76,annualsales,300000,300000.0
dim_reseller,76,77,annualsales,1500000,1500000.0
dim_reseller,77,78,annualsales,3000000,3000000.0
dim_reseller,78,79,annualsales,300000,300000.0
dim_reseller,79,80,annualsales,1500000,1500000.0
dim_reseller,80,81,annualsales,3000000,3000000.0
dim_reseller,81,82,annualsales,300000,300000.0
dim_reseller,82,83,annualsales,1500000,1500000.0
dim_reseller,83,84,annualsales,3000000,3000000.0
dim_reseller,84,85,annualsales,800000,800000.0
dim_reseller,85,86,annualsales,1500000,1500000.0
dim_reseller,86,87,annualsales,3000000,3000000.0
dim_reseller,87,88,annualsales,800000,800000.0
dim_reseller,88,89,annualsales,1500000,1500000.0
dim_reseller,89,90,annualsales,3000000,3000000.0
dim_reseller,90,91,annualsales,800000,800000.0
dim_reseller,91,92,annualsales,1500000,1500000.0
dim_reseller,92,93,annualsales,3000000,3000000.0
dim_reseller,93,94,annualsales,800000,800000.0
dim_reseller,94,95,annualsales,1500000,1500000.0
dim_reseller,95,96,annualsales,3000000,3000000.0
dim_reseller,96,97,annualsales,800000,800000.0
dim_reseller,97,98,annualsales,1500000,1500000.0
dim_reseller,98,99,annualsales,3000000,3000000.0
dim_reseller,99,100,annualsales,1000000,1000000.0
dim_reseller,100,101,annualsales,1000000,1000000.0
dim_reseller,101,102,annualsales,3000000,3000000.0
dim_reseller,102,103,annualsales,800000,800000.0
dim_reseller,103,104,annualsales,1000000,1000000.0
dim_reseller,104,105,annualsales,3000000,3000000.0
dim_reseller,105,106,annualsales,800000,800000.0
dim_reseller,106,107,annualsales,1000000,1000000.0
dim_reseller,107,108,annualsales,3000000,3000000.0
dim_reseller,108,109,annualsales,800000,800000.0
dim_reseller,109,110,annualsales,300000,300000.0
dim_reseller,110,111,annualsales,800000,800000.0
dim_reseller,111,112,annualsales,1500000,1500000.0
dim_reseller,112,113,annualsales,300000,300000.0
dim_reseller,113,114,annualsales,800000,800000.0
dim_reseller,114,115,annualsales,1500000,1500000.0
dim_reseller,115,116,annualsales,300000,300000.0
dim_reseller,116,117,annualsales,800000,800000.0
dim_reseller,117,118,annualsales,1500000,1500000.0
dim_reseller,118,119,annualsales,800000,800000.0
dim_reseller,119,120,annualsales,800000,800000.0
dim_reseller,120,121,annualsales,1500000,1500000.0
dim_reseller,121,122,annualsales,800000,800000.0
dim_reseller,122,123,annualsales,1000000,1000000.0
dim_reseller,123,124,annualsales,3000000,3000000.0
dim_reseller,124,125,annualsales,800000,800000.0
dim_reseller,125,126,annualsales,1000000,1000000.0
dim_reseller,126,127,annualsales,3000000,3000000.0
dim_reseller,127,128,annualsales,1000000,1000000.0
dim_reseller,128,129,annualsales,1000000,1000000.0
dim_reseller,129,130,annualsales,3000000,3000000.0
dim_reseller,130,131,annualsales,800000,800000.0
dim_reseller,131,132,annualsales,1500000,1500000.0
dim_reseller,132,133,annualsales,3000000,3000000.0
dim_reseller,133,134,annualsales,800000,800000.0
dim_reseller,134,135,annualsales,1500000,1500000.0
dim_reseller,135,136,annualsales,3000000,3000000.0
dim_reseller,136,137,annualsales,800000,800000.0
dim_reseller,137,138,annualsales,1500000,1500000.0
dim_reseller,138,139,annualsales,3000000,3000000.0
dim_reseller,139,140,annualsales,800000,800000.0
dim_reseller,140,141,annualsales,1500000,1500000.0
dim_reseller,141,142,annualsales,3000000,3000000.0
dim_reseller,142,143,annualsales,800000,800000.0
dim_reseller,143,144,annualsales,1500000,1500000.0
dim_reseller,144,145,annualsales,3000000,3000000.0
dim_reseller,145,146,annualsales,800000,800000.0
dim_reseller,146,147,annualsales,1500000,1500000.0
dim_reseller,147,148,annualsales,3000000,3000000.0
dim_reseller,148,149,annualsales,800000,800000.0
dim_reseller,149,150,annualsales,1500000,1500000.0
dim_reseller,150,151,annualsales,3000000,3000000.0
dim_reseller,151,152,annualsales,800000,800000.0
dim_reseller,152,153,annualsales,1500000,1500000.0
dim_reseller,153,154,annualsales,3000000,3000000.0
dim_reseller,154,155,annualsales,800000,800000.0
dim_reseller,155,156,annualsales,1500000,1500000.0
dim_reseller,156,157,annualsales,3000000,3000000.0
dim_reseller,157,158,annualsales,800000,800000.0
dim_reseller,158,159,annualsales,1500000,1500000.0
dim_reseller,159,160,annualsales,3000000,3000000.0
dim_reseller,160,161,annualsales,300000,300000.0
dim_reseller,161,162,annualsales,1500000,1500000.0
dim_reseller,162,163,annualsales,3000000,3000000.0
dim_reseller,163,164,annualsales,300000,300000.0
dim_reseller,164,165,annualsales,1500000,1500000.0
dim_reseller,165,166,annualsales,3000000,3000000.0
dim_reseller,166,167,annualsales,300000,300000.0
dim_reseller,167,168,annualsales,1500000,1500000.0
dim_reseller,168,169,annualsales,3000000,3000000.0
dim_reseller,169,170,annualsales,300000,300000.0
dim_reseller,170,171,annualsales,1500000,1500000.0
dim_reseller,171,172,annualsales,3000000,3000000.0
dim_reseller,172,173,annualsales,300000,300000.0
dim_reseller,173,174,annualsales,1500000,1500000.0
dim_reseller,174,175,annualsales,3000000,3000000.0
dim_reseller,175,176,annualsales,300000,300000.0
dim_reseller,176,177,annualsales,1500000,1500000.0
dim_reseller,177,178,annualsales,3000000,3000000.0
dim_reseller,178,179,annualsales,300000,300000.0
dim_reseller,179,180,annualsales,1500000,1500000.0
dim_reseller,180,181,annualsales,3000000,3000000.0
dim_reseller,181,182,annualsales,300000,300000.0
dim_reseller,182,183,annualsales,1500000,1500000.0
dim_reseller,183,184,annualsales,3000000,3000000.0
dim_reseller,184,185,annualsales,300000,300000.0
dim_reseller,185,186,annualsales,1500000,1500000.0
dim_reseller,186,187,annualsales,3000000,3000000.0
dim_reseller,187,188,annualsales,300000,300000.0
dim_reseller,188,189,annualsales,1500000,1500000.0
dim_reseller,189,190,annualsales,3000000,3000000.0
dim_reseller,190,191,annualsales,300000,300000.0
dim_reseller,191,192,annualsales,1500000,1500000.0
dim_reseller,192,193,annualsales,3000000,3000000.0
dim_reseller,193,194,annualsales,800000,800000.0
dim_reseller,194,195,annualsales,1500000,1500000.0
dim_reseller,195,196,annualsales,3000000,3000000.0
dim_reseller,196,197,annualsales,800000,800000.0
dim_reseller,197,198,annualsales,1500000,1500000.0
dim_reseller,198,199,annualsales,3000000,3000000.0
dim_reseller,199,200,annualsales,800000,800000.0
dim_reseller,200,201,annualsales,1500000,1500000.0
dim_reseller,201,202,annualsales,3000000,3000000.0
dim_reseller,202,203,annualsales,800000,800000.0
dim_reseller,203,204,annualsales,1500000,1500000.0
dim_reseller,204,205,annualsales,3000000,3000000.0
dim_reseller,205,206,annualsales,800000,800000.0
dim_reseller,206,207,annualsales,1500000,1500000.0
dim_reseller,207,208,annualsales,3000000,3000000.0
dim_reseller,208,209,annualsales,1000000,1000000.0
dim_reseller,209,210,annualsales,1000000,1000000.0
dim_reseller,210,211,annualsales,3000000,3000000.0
dim_reseller,211,212,annualsales,800000,800000.0
dim_reseller,212,213,annualsales,1000000,1000000.0
dim_reseller,213,214,annualsales,3000000,3000000.0
dim_reseller,214,215,annualsales,800000,800000.0
dim_reseller,215,216,annualsales,1000000,1000000.0
dim_reseller,216,217,annualsales,3000000,3000000.0
dim_reseller,217,218,annualsales,800000,800000.0
dim_reseller,218,219,annualsales,300000,300000.0
dim_reseller,219,220,annualsales,800000,800000.0
dim_reseller,220,221,annualsales,1500000,1500000.0
dim_reseller,221,222,annualsales,300000,300000.0
dim_reseller,222,223,annualsales,800000,800000.0
dim_reseller,223,224,annualsales,1500000,1500000.0
dim_reseller,224,225,annualsales,300000,300000.0
dim_reseller,225,226,annualsales,800000,800000.0
dim_reseller,226,227,annualsales,1500000,1500000.0
dim_reseller,227,228,annualsales,800000,800000.0
dim_reseller,228,229,annualsales,800000,800000.0
dim_reseller,229,230,annualsales,1500000,1500000.0
dim_reseller,230,231,annualsales,800000,800000.0
dim_reseller,231,232,annualsales,1000000,1000000.0
dim_reseller,232,233,annualsales,3000000,3000000.0
dim_reseller,233,234,annualsales,800000,800000.0
dim_reseller,234,235,annualsales,1000000,1000000.0
dim_reseller,235,236,annualsales,3000000,3000000.0
dim_reseller,236,237,annualsales,1000000,1000000.0
dim_reseller,237,238,annualsales,1000000,1000000.0
dim_reseller,238,239,annualsales,3000000,3000000.0
dim_reseller,239,240,annualsales,800000,800000.0
dim_reseller,240,241,annualsales,1500000,1500000.0
dim_reseller,241,242,annualsales,3000000,3000000.0
dim_reseller,242,243,annualsales,800000,800000.0
dim_reseller,243,244,annualsales,1500000,1500000.0
dim_reseller,244,245,annualsales,3000000,3000000.0
dim_reseller,245,246,annualsales,800000,800000.0
dim_reseller,246,247,annualsales,1500000,1500000.0
dim_reseller,247,248,annualsales,3000000,3000000.0
dim_reseller,248,249,annualsales,800000,800000.0
dim_reseller,249,250,annualsales,1500000,1500000.0
dim_reseller,250,251,annualsales,3000000,3000000.0
dim_reseller,251,252,annualsales,800000,800000.0
dim_reseller,252,253,annualsales,1500000,1500000.0
dim_reseller,253,254,annualsales,3000000,3000000.0
dim_reseller,254,255,annualsales,800000,800000.0
dim_reseller,255,256,annualsales,1500000,1500000.0
dim_reseller,256,257,annualsales,3000000,3000000.0
dim_reseller,257,258,annualsales,800000,800000.0
dim_reseller,258,259,annualsales,1500000,1500000.0
dim_reseller,259,260,annualsales,3000000,3000000.0
dim_reseller,260,261,annualsales,800000,800000.0
dim_reseller,261,262,annualsales,1500000,1500000.0
dim_reseller,262,263,annualsales,3000000,3000000.0
dim_reseller,263,264,annualsales,800000,800000.0
dim_reseller,264,265,annualsales,1500000,1500000.0
dim_reseller,265,266,annualsales,3000000,3000000.0
dim_reseller,266,267,annualsales,800000,800000.0
dim_reseller,267,268,annualsales,1500000,1500000.0
dim_reseller,268,269,annualsales,3000000,3000000.0
dim_reseller,269,270,annualsales,300000,300000.0
dim_reseller,270,271,annualsales,1500000,1500000.0
dim_reseller,271,272,annualsales,3000000,3000000.0
dim_reseller,272,273,annualsales,300000,300000.0
dim_reseller,273,274,annualsales,1500000,1500000.0
dim_reseller,274,275,annualsales,3000000,3000000.0
dim_reseller,275,276,annualsales,300000,300000.0
dim_reseller,276,277,annualsales,1500000,1500000.0
dim_reseller,277,278,annualsales,3000000,3000000.0
dim_reseller,278,279,annualsales,300000,300000.0
dim_reseller,279,280,annualsales,1500000,1500000.0
dim_reseller,280,281,annualsales,3000000,3000000.0
dim_reseller,281,282,annualsales,300000,300000.0
dim_reseller,282,283,annualsales,1500000,1500000.0
dim_reseller,283,284,annualsales,3000000,3000000.0
dim_reseller,284,285,annualsales,300000,300000.0
dim_reseller,285,286,annualsales,1500000,1500000.0
dim_reseller,286,287,annualsales,3000000,3000000.0
dim_reseller,287,288,annualsales,300000,300000.0
dim_reseller,288,289,annualsales,1500000,1500000.0
dim_reseller,289,290,annualsales,3000000,3000000.0
dim_reseller,290,291,annualsales,300000,300000.0
dim_reseller,291,292,annualsales,1500000,1500000.0
dim_reseller,292,293,annualsales,3000000,3000000.0
dim_reseller,293,294,annualsales,300000,300000.0
dim_reseller,294,295,annualsales,1500000,1500000.0
dim_reseller,295,296,annualsales,3000000,3000000.0
dim_reseller,296,297,annualsales,300000,300000.0
dim_reseller,297,298,annualsales,1500000,1500000.0
dim_reseller,298,299,annualsales,3000000,3000000.0
dim_reseller,299,300,annualsales,300000,300000.0
dim_reseller,300,301,annualsales,1500000,1500000.0
dim_reseller,301,302,annualsales,3000000,3000000.0
dim_reseller,302,303,annualsales,800000,800000.0
dim_reseller,303,304,annualsales,1500000,1500000.0
dim_reseller,304,305,annualsales,3000000,3000000.0
dim_reseller,305,306,annualsales,800000,800000.0
dim_reseller,306,307,annualsales,1500000,1500000.0
dim_reseller,307,308,annualsales,3000000,3000000.0
dim_reseller,308,309,annualsales,800000,800000.0
dim_reseller,309,310,annualsales,1500000,1500000.0
dim_reseller,310,311,annualsales,3000000,3000000.0
dim_reseller,311,312,annualsales,800000,800000.0
dim_reseller,312,313,annualsales,1500000,1500000.0
dim_reseller,313,314,annualsales,3000000,3000000.0
dim_reseller,314,315,annualsales,800000,800000.0
dim_reseller,315,316,annualsales,1500000,1500000.0
dim_reseller,316,317,annualsales,3000000,3000000.0
dim_reseller,317,318,annualsales,1000000,1000000.0
dim_reseller,318,319,annualsales,1000000,1000000.0
dim_reseller,319,320,annualsales,3000000,3000000.0
dim_reseller,320,321,annualsales,800000,800000.0
dim_reseller,321,322,annualsales,1000000,1000000.0
dim_reseller,322,323,annualsales,3000000,3000000.0
dim_reseller,323,324,annualsales,800000,800000.0
dim_reseller,324,325,annualsales,1000000,1000000.0
dim_reseller,325,326,annualsales,3000000,3000000.0
dim_reseller,326,327,annualsales,800000,800000.0
dim_reseller,327,328,annualsales,300000,300000.0
dim_reseller,328,329,annualsales,800000,800000.0
dim_reseller,329,330,annualsales,1500000,1500000.0
dim_reseller,330,331,annualsales,300000,300000.0
dim_reseller,331,332,annualsales,800000,800000.0
dim_reseller,332,333,annualsales,1500000,1500000.0
dim_reseller,333,334,annualsales,300000,300000.0
dim_reseller,334,335,annualsales,800000,800000.0
dim_reseller,335,336,annualsales,1500000,1500000.0
dim_reseller,336,337,annualsales,800000,800000.0
dim_reseller,337,338,annualsales,800000,800000.0
dim_reseller,338,339,annualsales,1500000,1500000.0
dim_reseller,339,340,annualsales,800000,800000.0
