tabla,fila_index,datekey,columna_diferente,valor_postgres,valor_sqlserver
dim_date,407,20060212,fulldatealternatekey,2006-02-12 00:00:00,2006-02-12
dim_date,408,20060213,fulldatealternatekey,2006-02-13 00:00:00,2006-02-13
dim_date,409,20060214,fulldatealternatekey,2006-02-14 00:00:00,2006-02-14
dim_date,410,20060215,fulldatealternatekey,2006-02-15 00:00:00,2006-02-15
dim_date,411,20060216,fulldatealternatekey,2006-02-16 00:00:00,2006-02-16
dim_date,412,20060217,fulldatealternatekey,2006-02-17 00:00:00,2006-02-17
dim_date,413,20060218,fulldatealternatekey,2006-02-18 00:00:00,2006-02-18
dim_date,414,20060219,fulldatealternatekey,2006-02-19 00:00:00,2006-02-19
dim_date,415,20060220,fulldatealternatekey,2006-02-20 00:00:00,2006-02-20
dim_date,416,20060221,fulldatealternatekey,2006-02-21 00:00:00,2006-02-21
dim_date,417,20060222,fulldatealternatekey,2006-02-22 00:00:00,2006-02-22
dim_date,418,20060223,fulldatealternatekey,2006-02-23 00:00:00,2006-02-23
dim_date,419,20060224,fulldatealternatekey,2006-02-24 00:00:00,2006-02-24
dim_date,420,20060225,fulldatealternatekey,2006-02-25 00:00:00,2006-02-25
dim_date,421,20060226,fulldatealternatekey,2006-02-26 00:00:00,2006-02-26
dim_date,422,20060227,fulldatealternatekey,2006-02-27 00:00:00,2006-02-27
dim_date,423,20060228,fulldatealternatekey,2006-02-28 00:00:00,2006-02-28
dim_date,424,20060301,fulldatealternatekey,2006-03-01 00:00:00,2006-03-01
dim_date,425,20060302,fulldatealternatekey,2006-03-02 00:00:00,2006-03-02
dim_date,426,20060303,fulldatealternatekey,2006-03-03 00:00:00,2006-03-03
dim_date,427,20060304,fulldatealternatekey,2006-03-04 00:00:00,2006-03-04
dim_date,428,20060305,fulldatealternatekey,2006-03-05 00:00:00,2006-03-05
dim_date,429,20060306,fulldatealternatekey,2006-03-06 00:00:00,2006-03-06
dim_date,430,20060307,fulldatealternatekey,2006-03-07 00:00:00,2006-03-07
dim_date,431,20060308,fulldatealternatekey,2006-03-08 00:00:00,2006-03-08
dim_date,432,20060309,fulldatealternatekey,2006-03-09 00:00:00,2006-03-09
dim_date,433,20060310,fulldatealternatekey,2006-03-10 00:00:00,2006-03-10
dim_date,434,20060311,fulldatealternatekey,2006-03-11 00:00:00,2006-03-11
dim_date,435,20060312,fulldatealternatekey,2006-03-12 00:00:00,2006-03-12
dim_date,436,20060313,fulldatealternatekey,2006-03-13 00:00:00,2006-03-13
dim_date,437,20060314,fulldatealternatekey,2006-03-14 00:00:00,2006-03-14
dim_date,438,20060315,fulldatealternatekey,2006-03-15 00:00:00,2006-03-15
dim_date,439,20060316,fulldatealternatekey,2006-03-16 00:00:00,2006-03-16
dim_date,440,20060317,fulldatealternatekey,2006-03-17 00:00:00,2006-03-17
dim_date,441,20060318,fulldatealternatekey,2006-03-18 00:00:00,2006-03-18
dim_date,442,20060319,fulldatealternatekey,2006-03-19 00:00:00,2006-03-19
dim_date,443,20060320,fulldatealternatekey,2006-03-20 00:00:00,2006-03-20
dim_date,444,20060321,fulldatealternatekey,2006-03-21 00:00:00,2006-03-21
dim_date,445,20060322,fulldatealternatekey,2006-03-22 00:00:00,2006-03-22
dim_date,446,20060323,fulldatealternatekey,2006-03-23 00:00:00,2006-03-23
dim_date,447,20060324,fulldatealternatekey,2006-03-24 00:00:00,2006-03-24
dim_date,448,20060325,fulldatealternatekey,2006-03-25 00:00:00,2006-03-25
dim_date,449,20060326,fulldatealternatekey,2006-03-26 00:00:00,2006-03-26
dim_date,450,20060327,fulldatealternatekey,2006-03-27 00:00:00,2006-03-27
dim_date,451,20060328,fulldatealternatekey,2006-03-28 00:00:00,2006-03-28
dim_date,452,20060329,fulldatealternatekey,2006-03-29 00:00:00,2006-03-29
dim_date,453,20060330,fulldatealternatekey,2006-03-30 00:00:00,2006-03-30
dim_date,454,20060331,fulldatealternatekey,2006-03-31 00:00:00,2006-03-31
dim_date,455,20060401,fulldatealternatekey,2006-04-01 00:00:00,2006-04-01
dim_date,456,20060402,fulldatealternatekey,2006-04-02 00:00:00,2006-04-02
dim_date,457,20060403,fulldatealternatekey,2006-04-03 00:00:00,2006-04-03
dim_date,458,20060404,fulldatealternatekey,2006-04-04 00:00:00,2006-04-04
dim_date,459,20060405,fulldatealternatekey,2006-04-05 00:00:00,2006-04-05
dim_date,460,20060406,fulldatealternatekey,2006-04-06 00:00:00,2006-04-06
dim_date,461,20060407,fulldatealternatekey,2006-04-07 00:00:00,2006-04-07
dim_date,462,20060408,fulldatealternatekey,2006-04-08 00:00:00,2006-04-08
dim_date,463,20060409,fulldatealternatekey,2006-04-09 00:00:00,2006-04-09
dim_date,464,20060410,fulldatealternatekey,2006-04-10 00:00:00,2006-04-10
dim_date,465,20060411,fulldatealternatekey,2006-04-11 00:00:00,2006-04-11
dim_date,466,20060412,fulldatealternatekey,2006-04-12 00:00:00,2006-04-12
dim_date,467,20060413,fulldatealternatekey,2006-04-13 00:00:00,2006-04-13
dim_date,468,20060414,fulldatealternatekey,2006-04-14 00:00:00,2006-04-14
dim_date,469,20060415,fulldatealternatekey,2006-04-15 00:00:00,2006-04-15
dim_date,470,20060416,fulldatealternatekey,2006-04-16 00:00:00,2006-04-16
dim_date,471,20060417,fulldatealternatekey,2006-04-17 00:00:00,2006-04-17
dim_date,472,20060418,fulldatealternatekey,2006-04-18 00:00:00,2006-04-18
dim_date,473,20060419,fulldatealternatekey,2006-04-19 00:00:00,2006-04-19
dim_date,474,20060420,fulldatealternatekey,2006-04-20 00:00:00,2006-04-20
dim_date,475,20060421,fulldatealternatekey,2006-04-21 00:00:00,2006-04-21
dim_date,476,20060422,fulldatealternatekey,2006-04-22 00:00:00,2006-04-22
dim_date,477,20060423,fulldatealternatekey,2006-04-23 00:00:00,2006-04-23
dim_date,478,20060424,fulldatealternatekey,2006-04-24 00:00:00,2006-04-24
dim_date,479,20060425,fulldatealternatekey,2006-04-25 00:00:00,2006-04-25
dim_date,480,20060426,fulldatealternatekey,2006-04-26 00:00:00,2006-04-26
dim_date,481,20060427,fulldatealternatekey,2006-04-27 00:00:00,2006-04-27
dim_date,482,20060428,fulldatealternatekey,2006-04-28 00:00:00,2006-04-28
dim_date,483,20060429,fulldatealternatekey,2006-04-29 00:00:00,2006-04-29
dim_date,484,20060430,fulldatealternatekey,2006-04-30 00:00:00,2006-04-30
dim_date,485,20060501,fulldatealternatekey,2006-05-01 00:00:00,2006-05-01
dim_date,486,20060502,fulldatealternatekey,2006-05-02 00:00:00,2006-05-02
dim_date,487,20060503,fulldatealternatekey,2006-05-03 00:00:00,2006-05-03
dim_date,488,20060504,fulldatealternatekey,2006-05-04 00:00:00,2006-05-04
dim_date,489,20060505,fulldatealternatekey,2006-05-05 00:00:00,2006-05-05
dim_date,490,20060506,fulldatealternatekey,2006-05-06 00:00:00,2006-05-06
dim_date,491,20060507,fulldatealternatekey,2006-05-07 00:00:00,2006-05-07
dim_date,492,20060508,fulldatealternatekey,2006-05-08 00:00:00,2006-05-08
dim_date,493,20060509,fulldatealternatekey,2006-05-09 00:00:00,2006-05-09
dim_date,494,20060510,fulldatealternatekey,2006-05-10 00:00:00,2006-05-10
dim_date,495,20060511,fulldatealternatekey,2006-05-11 00:00:00,2006-05-11
dim_date,496,20060512,fulldatealternatekey,2006-05-12 00:00:00,2006-05-12
dim_date,497,20060513,fulldatealternatekey,2006-05-13 00:00:00,2006-05-13
dim_date,498,20060514,fulldatealternatekey,2006-05-14 00:00:00,2006-05-14
dim_date,499,20060515,fulldatealternatekey,2006-05-15 00:00:00,2006-05-15
dim_date,500,20060516,fulldatealternatekey,2006-05-16 00:00:00,2006-05-16
dim_date,501,20060517,fulldatealternatekey,2006-05-17 00:00:00,2006-05-17
dim_date,502,20060518,fulldatealternatekey,2006-05-18 00:00:00,2006-05-18
dim_date,503,20060519,fulldatealternatekey,2006-05-19 00:00:00,2006-05-19
dim_date,504,20060520,fulldatealternatekey,2006-05-20 00:00:00,2006-05-20
dim_date,505,20060521,fulldatealternatekey,2006-05-21 00:00:00,2006-05-21
dim_date,506,20060522,fulldatealternatekey,2006-05-22 00:00:00,2006-05-22
dim_date,507,20060523,fulldatealternatekey,2006-05-23 00:00:00,2006-05-23
dim_date,508,20060524,fulldatealternatekey,2006-05-24 00:00:00,2006-05-24
dim_date,509,20060525,fulldatealternatekey,2006-05-25 00:00:00,2006-05-25
dim_date,510,20060526,fulldatealternatekey,2006-05-26 00:00:00,2006-05-26
dim_date,511,20060527,fulldatealternatekey,2006-05-27 00:00:00,2006-05-27
dim_date,512,20060528,fulldatealternatekey,2006-05-28 00:00:00,2006-05-28
dim_date,513,20060529,fulldatealternatekey,2006-05-29 00:00:00,2006-05-29
dim_date,514,20060530,fulldatealternatekey,2006-05-30 00:00:00,2006-05-30
dim_date,515,20060531,fulldatealternatekey,2006-05-31 00:00:00,2006-05-31
dim_date,516,20060601,fulldatealternatekey,2006-06-01 00:00:00,2006-06-01
dim_date,517,20060602,fulldatealternatekey,2006-06-02 00:00:00,2006-06-02
dim_date,518,20060603,fulldatealternatekey,2006-06-03 00:00:00,2006-06-03
dim_date,519,20060604,fulldatealternatekey,2006-06-04 00:00:00,2006-06-04
dim_date,520,20060605,fulldatealternatekey,2006-06-05 00:00:00,2006-06-05
dim_date,521,20060606,fulldatealternatekey,2006-06-06 00:00:00,2006-06-06
dim_date,522,20060607,fulldatealternatekey,2006-06-07 00:00:00,2006-06-07
dim_date,523,20060608,fulldatealternatekey,2006-06-08 00:00:00,2006-06-08
dim_date,524,20060609,fulldatealternatekey,2006-06-09 00:00:00,2006-06-09
dim_date,525,20060610,fulldatealternatekey,2006-06-10 00:00:00,2006-06-10
dim_date,526,20060611,fulldatealternatekey,2006-06-11 00:00:00,2006-06-11
dim_date,527,20060612,fulldatealternatekey,2006-06-12 00:00:00,2006-06-12
dim_date,528,20060613,fulldatealternatekey,2006-06-13 00:00:00,2006-06-13
dim_date,529,20060614,fulldatealternatekey,2006-06-14 00:00:00,2006-06-14
dim_date,530,20060615,fulldatealternatekey,2006-06-15 00:00:00,2006-06-15
dim_date,531,20060616,fulldatealternatekey,2006-06-16 00:00:00,2006-06-16
dim_date,532,20060617,fulldatealternatekey,2006-06-17 00:00:00,2006-06-17
dim_date,533,20060618,fulldatealternatekey,2006-06-18 00:00:00,2006-06-18
dim_date,534,20060619,fulldatealternatekey,2006-06-19 00:00:00,2006-06-19
dim_date,535,20060620,fulldatealternatekey,2006-06-20 00:00:00,2006-06-20
dim_date,536,20060621,fulldatealternatekey,2006-06-21 00:00:00,2006-06-21
dim_date,537,20060622,fulldatealternatekey,2006-06-22 00:00:00,2006-06-22
dim_date,538,20060623,fulldatealternatekey,2006-06-23 00:00:00,2006-06-23
dim_date,539,20060624,fulldatealternatekey,2006-06-24 00:00:00,2006-06-24
dim_date,540,20060625,fulldatealternatekey,2006-06-25 00:00:00,2006-06-25
dim_date,541,20060626,fulldatealternatekey,2006-06-26 00:00:00,2006-06-26
dim_date,542,20060627,fulldatealternatekey,2006-06-27 00:00:00,2006-06-27
dim_date,543,20060628,fulldatealternatekey,2006-06-28 00:00:00,2006-06-28
dim_date,544,20060629,fulldatealternatekey,2006-06-29 00:00:00,2006-06-29
dim_date,545,20060630,fulldatealternatekey,2006-06-30 00:00:00,2006-06-30
dim_date,546,20060701,fulldatealternatekey,2006-07-01 00:00:00,2006-07-01
dim_date,547,20060702,fulldatealternatekey,2006-07-02 00:00:00,2006-07-02
dim_date,548,20060703,fulldatealternatekey,2006-07-03 00:00:00,2006-07-03
dim_date,549,20060704,fulldatealternatekey,2006-07-04 00:00:00,2006-07-04
dim_date,550,20060705,fulldatealternatekey,2006-07-05 00:00:00,2006-07-05
dim_date,551,20060706,fulldatealternatekey,2006-07-06 00:00:00,2006-07-06
dim_date,552,20060707,fulldatealternatekey,2006-07-07 00:00:00,2006-07-07
dim_date,553,20060708,fulldatealternatekey,2006-07-08 00:00:00,2006-07-08
dim_date,554,20060709,fulldatealternatekey,2006-07-09 00:00:00,2006-07-09
dim_date,555,20060710,fulldatealternatekey,2006-07-10 00:00:00,2006-07-10
dim_date,556,20060711,fulldatealternatekey,2006-07-11 00:00:00,2006-07-11
dim_date,557,20060712,fulldatealternatekey,2006-07-12 00:00:00,2006-07-12
dim_date,558,20060713,fulldatealternatekey,2006-07-13 00:00:00,2006-07-13
dim_date,559,20060714,fulldatealternatekey,2006-07-14 00:00:00,2006-07-14
dim_date,560,20060715,fulldatealternatekey,2006-07-15 00:00:00,2006-07-15
dim_date,561,20060716,fulldatealternatekey,2006-07-16 00:00:00,2006-07-16
dim_date,562,20060717,fulldatealternatekey,2006-07-17 00:00:00,2006-07-17
dim_date,563,20060718,fulldatealternatekey,2006-07-18 00:00:00,2006-07-18
dim_date,564,20060719,fulldatealternatekey,2006-07-19 00:00:00,2006-07-19
dim_date,565,20060720,fulldatealternatekey,2006-07-20 00:00:00,2006-07-20
dim_date,566,20060721,fulldatealternatekey,2006-07-21 00:00:00,2006-07-21
dim_date,567,20060722,fulldatealternatekey,2006-07-22 00:00:00,2006-07-22
dim_date,568,20060723,fulldatealternatekey,2006-07-23 00:00:00,2006-07-23
dim_date,569,20060724,fulldatealternatekey,2006-07-24 00:00:00,2006-07-24
dim_date,570,20060725,fulldatealternatekey,2006-07-25 00:00:00,2006-07-25
dim_date,571,20060726,fulldatealternatekey,2006-07-26 00:00:00,2006-07-26
dim_date,572,20060727,fulldatealternatekey,2006-07-27 00:00:00,2006-07-27
dim_date,573,20060728,fulldatealternatekey,2006-07-28 00:00:00,2006-07-28
dim_date,574,20060729,fulldatealternatekey,2006-07-29 00:00:00,2006-07-29
dim_date,575,20060730,fulldatealternatekey,2006-07-30 00:00:00,2006-07-30
dim_date,576,20060731,fulldatealternatekey,2006-07-31 00:00:00,2006-07-31
dim_date,577,20060801,fulldatealternatekey,2006-08-01 00:00:00,2006-08-01
dim_date,578,20060802,fulldatealternatekey,2006-08-02 00:00:00,2006-08-02
dim_date,579,20060803,fulldatealternatekey,2006-08-03 00:00:00,2006-08-03
dim_date,580,20060804,fulldatealternatekey,2006-08-04 00:00:00,2006-08-04
dim_date,581,20060805,fulldatealternatekey,2006-08-05 00:00:00,2006-08-05
dim_date,582,20060806,fulldatealternatekey,2006-08-06 00:00:00,2006-08-06
dim_date,583,20060807,fulldatealternatekey,2006-08-07 00:00:00,2006-08-07
dim_date,584,20060808,fulldatealternatekey,2006-08-08 00:00:00,2006-08-08
dim_date,585,20060809,fulldatealternatekey,2006-08-09 00:00:00,2006-08-09
dim_date,586,20060810,fulldatealternatekey,2006-08-10 00:00:00,2006-08-10
dim_date,587,20060811,fulldatealternatekey,2006-08-11 00:00:00,2006-08-11
dim_date,588,20060812,fulldatealternatekey,2006-08-12 00:00:00,2006-08-12
dim_date,589,20060813,fulldatealternatekey,2006-08-13 00:00:00,2006-08-13
dim_date,590,20060814,fulldatealternatekey,2006-08-14 00:00:00,2006-08-14
dim_date,591,20060815,fulldatealternatekey,2006-08-15 00:00:00,2006-08-15
dim_date,592,20060816,fulldatealternatekey,2006-08-16 00:00:00,2006-08-16
dim_date,593,20060817,fulldatealternatekey,2006-08-17 00:00:00,2006-08-17
dim_date,594,20060818,fulldatealternatekey,2006-08-18 00:00:00,2006-08-18
dim_date,595,20060819,fulldatealternatekey,2006-08-19 00:00:00,2006-08-19
dim_date,596,20060820,fulldatealternatekey,2006-08-20 00:00:00,2006-08-20
dim_date,597,20060821,fulldatealternatekey,2006-08-21 00:00:00,2006-08-21
dim_date,598,20060822,fulldatealternatekey,2006-08-22 00:00:00,2006-08-22
dim_date,599,20060823,fulldatealternatekey,2006-08-23 00:00:00,2006-08-23
dim_date,600,20060824,fulldatealternatekey,2006-08-24 00:00:00,2006-08-24
dim_date,601,20060825,fulldatealternatekey,2006-08-25 00:00:00,2006-08-25
dim_date,602,20060826,fulldatealternatekey,2006-08-26 00:00:00,2006-08-26
dim_date,603,20060827,fulldatealternatekey,2006-08-27 00:00:00,2006-08-27
dim_date,604,20060828,fulldatealternatekey,2006-08-28 00:00:00,2006-08-28
dim_date,605,20060829,fulldatealternatekey,2006-08-29 00:00:00,2006-08-29
dim_date,606,20060830,fulldatealternatekey,2006-08-30 00:00:00,2006-08-30
dim_date,607,20060831,fulldatealternatekey,2006-08-31 00:00:00,2006-08-31
dim_date,608,20060901,fulldatealternatekey,2006-09-01 00:00:00,2006-09-01
dim_date,609,20060902,fulldatealternatekey,2006-09-02 00:00:00,2006-09-02
dim_date,610,20060903,fulldatealternatekey,2006-09-03 00:00:00,2006-09-03
dim_date,611,20060904,fulldatealternatekey,2006-09-04 00:00:00,2006-09-04
dim_date,612,20060905,fulldatealternatekey,2006-09-05 00:00:00,2006-09-05
dim_date,613,20060906,fulldatealternatekey,2006-09-06 00:00:00,2006-09-06
dim_date,614,20060907,fulldatealternatekey,2006-09-07 00:00:00,2006-09-07
dim_date,615,20060908,fulldatealternatekey,2006-09-08 00:00:00,2006-09-08
dim_date,616,20060909,fulldatealternatekey,2006-09-09 00:00:00,2006-09-09
dim_date,617,20060910,fulldatealternatekey,2006-09-10 00:00:00,2006-09-10
dim_date,618,20060911,fulldatealternatekey,2006-09-11 00:00:00,2006-09-11
dim_date,619,20060912,fulldatealternatekey,2006-09-12 00:00:00,2006-09-12
dim_date,620,20060913,fulldatealternatekey,2006-09-13 00:00:00,2006-09-13
dim_date,621,20060914,fulldatealternatekey,2006-09-14 00:00:00,2006-09-14
dim_date,622,20060915,fulldatealternatekey,2006-09-15 00:00:00,2006-09-15
dim_date,623,20060916,fulldatealternatekey,2006-09-16 00:00:00,2006-09-16
dim_date,624,20060917,fulldatealternatekey,2006-09-17 00:00:00,2006-09-17
dim_date,625,20060918,fulldatealternatekey,2006-09-18 00:00:00,2006-09-18
dim_date,626,20060919,fulldatealternatekey,2006-09-19 00:00:00,2006-09-19
dim_date,627,20060920,fulldatealternatekey,2006-09-20 00:00:00,2006-09-20
dim_date,628,20060921,fulldatealternatekey,2006-09-21 00:00:00,2006-09-21
dim_date,629,20060922,fulldatealternatekey,2006-09-22 00:00:00,2006-09-22
dim_date,630,20060923,fulldatealternatekey,2006-09-23 00:00:00,2006-09-23
dim_date,631,20060924,fulldatealternatekey,2006-09-24 00:00:00,2006-09-24
dim_date,632,20060925,fulldatealternatekey,2006-09-25 00:00:00,2006-09-25
dim_date,633,20060926,fulldatealternatekey,2006-09-26 00:00:00,2006-09-26
dim_date,634,20060927,fulldatealternatekey,2006-09-27 00:00:00,2006-09-27
dim_date,635,20060928,fulldatealternatekey,2006-09-28 00:00:00,2006-09-28
dim_date,636,20060929,fulldatealternatekey,2006-09-29 00:00:00,2006-09-29
dim_date,637,20060930,fulldatealternatekey,2006-09-30 00:00:00,2006-09-30
dim_date,638,20061001,fulldatealternatekey,2006-10-01 00:00:00,2006-10-01
dim_date,639,20061002,fulldatealternatekey,2006-10-02 00:00:00,2006-10-02
dim_date,640,20061003,fulldatealternatekey,2006-10-03 00:00:00,2006-10-03
dim_date,641,20061004,fulldatealternatekey,2006-10-04 00:00:00,2006-10-04
dim_date,642,20061005,fulldatealternatekey,2006-10-05 00:00:00,2006-10-05
dim_date,643,20061006,fulldatealternatekey,2006-10-06 00:00:00,2006-10-06
dim_date,644,20061007,fulldatealternatekey,2006-10-07 00:00:00,2006-10-07
dim_date,645,20061008,fulldatealternatekey,2006-10-08 00:00:00,2006-10-08
dim_date,646,20061009,fulldatealternatekey,2006-10-09 00:00:00,2006-10-09
dim_date,647,20061010,fulldatealternatekey,2006-10-10 00:00:00,2006-10-10
dim_date,648,20061011,fulldatealternatekey,2006-10-11 00:00:00,2006-10-11
dim_date,649,20061012,fulldatealternatekey,2006-10-12 00:00:00,2006-10-12
dim_date,650,20061013,fulldatealternatekey,2006-10-13 00:00:00,2006-10-13
dim_date,651,20061014,fulldatealternatekey,2006-10-14 00:00:00,2006-10-14
dim_date,652,20061015,fulldatealternatekey,2006-10-15 00:00:00,2006-10-15
dim_date,653,20061016,fulldatealternatekey,2006-10-16 00:00:00,2006-10-16
dim_date,654,20061017,fulldatealternatekey,2006-10-17 00:00:00,2006-10-17
dim_date,655,20061018,fulldatealternatekey,2006-10-18 00:00:00,2006-10-18
dim_date,656,20061019,fulldatealternatekey,2006-10-19 00:00:00,2006-10-19
dim_date,657,20061020,fulldatealternatekey,2006-10-20 00:00:00,2006-10-20
dim_date,658,20061021,fulldatealternatekey,2006-10-21 00:00:00,2006-10-21
dim_date,659,20061022,fulldatealternatekey,2006-10-22 00:00:00,2006-10-22
dim_date,660,20061023,fulldatealternatekey,2006-10-23 00:00:00,2006-10-23
dim_date,661,20061024,fulldatealternatekey,2006-10-24 00:00:00,2006-10-24
dim_date,662,20061025,fulldatealternatekey,2006-10-25 00:00:00,2006-10-25
dim_date,663,20061026,fulldatealternatekey,2006-10-26 00:00:00,2006-10-26
dim_date,664,20061027,fulldatealternatekey,2006-10-27 00:00:00,2006-10-27
dim_date,665,20061028,fulldatealternatekey,2006-10-28 00:00:00,2006-10-28
dim_date,666,20061029,fulldatealternatekey,2006-10-29 00:00:00,2006-10-29
dim_date,667,20061030,fulldatealternatekey,2006-10-30 00:00:00,2006-10-30
dim_date,668,20061031,fulldatealternatekey,2006-10-31 00:00:00,2006-10-31
dim_date,669,20061101,fulldatealternatekey,2006-11-01 00:00:00,2006-11-01
dim_date,670,20061102,fulldatealternatekey,2006-11-02 00:00:00,2006-11-02
dim_date,671,20061103,fulldatealternatekey,2006-11-03 00:00:00,2006-11-03
dim_date,672,20061104,fulldatealternatekey,2006-11-04 00:00:00,2006-11-04
dim_date,673,20061105,fulldatealternatekey,2006-11-05 00:00:00,2006-11-05
dim_date,674,20061106,fulldatealternatekey,2006-11-06 00:00:00,2006-11-06
dim_date,675,20061107,fulldatealternatekey,2006-11-07 00:00:00,2006-11-07
dim_date,676,20061108,fulldatealternatekey,2006-11-08 00:00:00,2006-11-08
dim_date,677,20061109,fulldatealternatekey,2006-11-09 00:00:00,2006-11-09
dim_date,678,20061110,fulldatealternatekey,2006-11-10 00:00:00,2006-11-10
dim_date,679,20061111,fulldatealternatekey,2006-11-11 00:00:00,2006-11-11
dim_date,680,20061112,fulldatealternatekey,2006-11-12 00:00:00,2006-11-12
dim_date,681,20061113,fulldatealternatekey,2006-11-13 00:00:00,2006-11-13
dim_date,682,20061114,fulldatealternatekey,2006-11-14 00:00:00,2006-11-14
dim_date,683,20061115,fulldatealternatekey,2006-11-15 00:00:00,2006-11-15
dim_date,684,20061116,fulldatealternatekey,2006-11-16 00:00:00,2006-11-16
dim_date,685,20061117,fulldatealternatekey,2006-11-17 00:00:00,2006-11-17
dim_date,686,20061118,fulldatealternatekey,2006-11-18 00:00:00,2006-11-18
dim_date,687,20061119,fulldatealternatekey,2006-11-19 00:00:00,2006-11-19
dim_date,688,20061120,fulldatealternatekey,2006-11-20 00:00:00,2006-11-20
dim_date,689,20061121,fulldatealternatekey,2006-11-21 00:00:00,2006-11-21
dim_date,690,20061122,fulldatealternatekey,2006-11-22 00:00:00,2006-11-22
dim_date,691,20061123,fulldatealternatekey,2006-11-23 00:00:00,2006-11-23
dim_date,692,20061124,fulldatealternatekey,2006-11-24 00:00:00,2006-11-24
dim_date,693,20061125,fulldatealternatekey,2006-11-25 00:00:00,2006-11-25
dim_date,694,20061126,fulldatealternatekey,2006-11-26 00:00:00,2006-11-26
dim_date,695,20061127,fulldatealternatekey,2006-11-27 00:00:00,2006-11-27
dim_date,696,20061128,fulldatealternatekey,2006-11-28 00:00:00,2006-11-28
dim_date,697,20061129,fulldatealternatekey,2006-11-29 00:00:00,2006-11-29
dim_date,698,20061130,fulldatealternatekey,2006-11-30 00:00:00,2006-11-30
dim_date,699,20061201,fulldatealternatekey,2006-12-01 00:00:00,2006-12-01
dim_date,700,20061202,fulldatealternatekey,2006-12-02 00:00:00,2006-12-02
dim_date,701,20061203,fulldatealternatekey,2006-12-03 00:00:00,2006-12-03
dim_date,702,20061204,fulldatealternatekey,2006-12-04 00:00:00,2006-12-04
dim_date,703,20061205,fulldatealternatekey,2006-12-05 00:00:00,2006-12-05
dim_date,704,20061206,fulldatealternatekey,2006-12-06 00:00:00,2006-12-06
dim_date,705,20061207,fulldatealternatekey,2006-12-07 00:00:00,2006-12-07
dim_date,706,20061208,fulldatealternatekey,2006-12-08 00:00:00,2006-12-08
dim_date,707,20061209,fulldatealternatekey,2006-12-09 00:00:00,2006-12-09
dim_date,708,20061210,fulldatealternatekey,2006-12-10 00:00:00,2006-12-10
dim_date,709,20061211,fulldatealternatekey,2006-12-11 00:00:00,2006-12-11
dim_date,710,20061212,fulldatealternatekey,2006-12-12 00:00:00,2006-12-12
dim_date,711,20061213,fulldatealternatekey,2006-12-13 00:00:00,2006-12-13
dim_date,712,20061214,fulldatealternatekey,2006-12-14 00:00:00,2006-12-14
dim_date,713,20061215,fulldatealternatekey,2006-12-15 00:00:00,2006-12-15
dim_date,714,20061216,fulldatealternatekey,2006-12-16 00:00:00,2006-12-16
dim_date,715,20061217,fulldatealternatekey,2006-12-17 00:00:00,2006-12-17
dim_date,716,20061218,fulldatealternatekey,2006-12-18 00:00:00,2006-12-18
dim_date,717,20061219,fulldatealternatekey,2006-12-19 00:00:00,2006-12-19
dim_date,718,20061220,fulldatealternatekey,2006-12-20 00:00:00,2006-12-20
dim_date,719,20061221,fulldatealternatekey,2006-12-21 00:00:00,2006-12-21
dim_date,720,20061222,fulldatealternatekey,2006-12-22 00:00:00,2006-12-22
dim_date,721,20061223,fulldatealternatekey,2006-12-23 00:00:00,2006-12-23
dim_date,722,20061224,fulldatealternatekey,2006-12-24 00:00:00,2006-12-24
dim_date,723,20061225,fulldatealternatekey,2006-12-25 00:00:00,2006-12-25
dim_date,724,20061226,fulldatealternatekey,2006-12-26 00:00:00,2006-12-26
dim_date,725,20061227,fulldatealternatekey,2006-12-27 00:00:00,2006-12-27
dim_date,726,20061228,fulldatealternatekey,2006-12-28 00:00:00,2006-12-28
dim_date,727,20061229,fulldatealternatekey,2006-12-29 00:00:00,2006-12-29
dim_date,728,20061230,fulldatealternatekey,2006-12-30 00:00:00,2006-12-30
dim_date,729,20061231,fulldatealternatekey,2006-12-31 00:00:00,2006-12-31
dim_date,730,20070101,fulldatealternatekey,2007-01-01 00:00:00,2007-01-01
dim_date,731,20070102,fulldatealternatekey,2007-01-02 00:00:00,2007-01-02
dim_date,732,20070103,fulldatealternatekey,2007-01-03 00:00:00,2007-01-03
dim_date,733,20070104,fulldatealternatekey,2007-01-04 00:00:00,2007-01-04
dim_date,734,20070105,fulldatealternatekey,2007-01-05 00:00:00,2007-01-05
dim_date,735,20070106,fulldatealternatekey,2007-01-06 00:00:00,2007-01-06
dim_date,736,20070107,fulldatealternatekey,2007-01-07 00:00:00,2007-01-07
dim_date,737,20070108,fulldatealternatekey,2007-01-08 00:00:00,2007-01-08
dim_date,738,20070109,fulldatealternatekey,2007-01-09 00:00:00,2007-01-09
dim_date,739,20070110,fulldatealternatekey,2007-01-10 00:00:00,2007-01-10
dim_date,740,20070111,fulldatealternatekey,2007-01-11 00:00:00,2007-01-11
dim_date,741,20070112,fulldatealternatekey,2007-01-12 00:00:00,2007-01-12
dim_date,742,20070113,fulldatealternatekey,2007-01-13 00:00:00,2007-01-13
dim_date,743,20070114,fulldatealternatekey,2007-01-14 00:00:00,2007-01-14
dim_date,744,20070115,fulldatealternatekey,2007-01-15 00:00:00,2007-01-15
dim_date,745,20070116,fulldatealternatekey,2007-01-16 00:00:00,2007-01-16
dim_date,746,20070117,fulldatealternatekey,2007-01-17 00:00:00,2007-01-17
